kind,code,name,uom,qty_aug01,planned_august,note
FG,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,PCS,4074,380000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=7805 minus net_moves_since_1Aug=3731; cover=1.1%
FG,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,PCS,909,20000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=3024 minus net_moves_since_1Aug=2115; cover=4.5%
FG,FG0000149,JIVO GOLD 1 LTR 20 PCS,PCS,19,33000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=14 minus net_moves_since_1Aug=-5; cover=0.1%
FG,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,PCS,12540,60000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=13044 minus net_moves_since_1Aug=504; cover=20.9%
FG,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,PCS,4359,12000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=4352 minus net_moves_since_1Aug=-7; cover=36.3%
FG,FG0000154,MUSTARD OIL 100 MLS 20 PCS(CSD),PCS,13,0,FG whs BH-BT/BH-PF/GP-FG; onhand_now=12 minus net_moves_since_1Aug=-1; cover=n/a | August plan is ZERO for this SKU
FG,FG0000155,EXTRA VIRGIN 2 LTR 10 PCS HANDLE,PCS,710,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=660 minus net_moves_since_1Aug=-50; cover=71.0%
FG,FG0000157,EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS,PCS,553,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1022 minus net_moves_since_1Aug=469; cover=55.3%
FG,FG0000158,REFINED COTTON SEED OIL 15 LTR,PCS,0,667,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000161,EXTRA VIRGIN OLIVE 500 MLS 24 PCS,PCS,36,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=7 minus net_moves_since_1Aug=-29; cover=3.6%
FG,FG0000169,REFINED COTTON SEED OIL 13 KGS,PCS,14,700,FG whs BH-BT/BH-PF/GP-FG; onhand_now=3 minus net_moves_since_1Aug=-11; cover=2.0%
FG,FG0000178,MUSTARD KACHI GHANI 15 KGS,PCS,769,2123,FG whs BH-BT/BH-PF/GP-FG; onhand_now=263 minus net_moves_since_1Aug=-506; cover=36.2%
FG,FG0000187,ZANO EXTRA VIRGIN OLIVE1 LTR 16 PCS,PCS,1232,3000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1232 minus net_moves_since_1Aug=0; cover=41.1%
FG,FG0000189,ZANO POMACE OLIVE 1 LTR 16 PCS,PCS,1680,8000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1677 minus net_moves_since_1Aug=-3; cover=21.0%
FG,FG0000192,SOYABEAN OIL 5 LTR 4 PCS,PCS,42,6000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=417 minus net_moves_since_1Aug=375; cover=0.7%
FG,FG0000193,SOYABEAN OIL 1 LTR 20 PCS,PCS,180,35000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=71 minus net_moves_since_1Aug=-109; cover=0.5%
FG,FG0000194,SOYABEAN OIL 1 LTR POUCH 12 PCS,PCS,21898,100000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=34726 minus net_moves_since_1Aug=12828; cover=21.9%
FG,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,PCS,2311,5200,FG whs BH-BT/BH-PF/GP-FG; onhand_now=140 minus net_moves_since_1Aug=-2171; cover=44.4%
FG,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,PCS,11295,21000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=9307 minus net_moves_since_1Aug=-1988; cover=53.8%
FG,FG0000228,SO OLIVE OIL 1 LTR 16 PCS,PCS,806,15000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=776 minus net_moves_since_1Aug=-30; cover=5.4%
FG,FG0000232,SO OLIVE OIL 5 LTR 4 PCS,PCS,108,3400,FG whs BH-BT/BH-PF/GP-FG; onhand_now=128 minus net_moves_since_1Aug=20; cover=3.2%
FG,FG0000250,SOYABEAN OIL 15 KGS,PCS,16,4853,FG whs BH-BT/BH-PF/GP-FG; onhand_now=16 minus net_moves_since_1Aug=0; cover=0.3%
FG,FG0000275,COLD PRESS SUNFLOWER OIL 15 LTR,PCS,848,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1356 minus net_moves_since_1Aug=508; cover=42.4%
FG,FG0000282,EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS,PCS,1520,2500,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1578 minus net_moves_since_1Aug=58; cover=60.8%
FG,FG0000299,SOYABEAN OIL 700 GMS POUCH 12 PCS,PCS,20480,54600,FG whs BH-BT/BH-PF/GP-FG; onhand_now=850 minus net_moves_since_1Aug=-19630; cover=37.5%
FG,FG0000306,YELLOW MUSTARD OIL 1 LTR 20 PCS,PCS,912,40000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=4946 minus net_moves_since_1Aug=4034; cover=2.3%
FG,FG0000316,SOYABEAN OIL 13 KGS (B),PCS,43,7000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=112 minus net_moves_since_1Aug=69; cover=0.6%
FG,FG0000324,SESAME OIL 1 LTR 20 PCS,PCS,455,25000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1597 minus net_moves_since_1Aug=1142; cover=1.8%
FG,FG0000328,SANO POMACE OLIVE 200 LTR 1 PCS,PCS,0,25,FG whs BH-BT/BH-PF/GP-FG; onhand_now=10 minus net_moves_since_1Aug=10; cover=0.0% | nil stock on 1-Aug
FG,FG0000352,SESAME OIL (TOASTED) 500 MLS 12 PCS,PCS,935,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=897 minus net_moves_since_1Aug=-38; cover=46.8%
FG,FG0000359,SOYABEAN OIL 750 GMS 12 PCS POUCH,PCS,24770,50960,FG whs BH-BT/BH-PF/GP-FG; onhand_now=10315 minus net_moves_since_1Aug=-14455; cover=48.6%
FG,FG0000363,LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE,PCS,0,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000367,SANO POMACE OLIVE OIL 15 L,PCS,0,333,FG whs BH-BT/BH-PF/GP-FG; onhand_now=21 minus net_moves_since_1Aug=21; cover=0.0% | nil stock on 1-Aug
FG,FG0000370,EXTRA LIGHT OLIVE 3 LTR TIN 2 PCS,PCS,81,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=79 minus net_moves_since_1Aug=-2; cover=8.1%
FG,FG0000372,POMACE OLIVE 3 LTR TIN 2 PCS,PCS,28,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=32 minus net_moves_since_1Aug=4; cover=1.4%
FG,FG0000374,YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,PCS,4,4600,FG whs BH-BT/BH-PF/GP-FG; onhand_now=508 minus net_moves_since_1Aug=504; cover=0.1%
FG,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,PCS,1765,370000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=109 minus net_moves_since_1Aug=-1656; cover=0.5%
FG,FG0000394,JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD ),PCS,3,500,FG whs BH-BT/BH-PF/GP-FG; onhand_now=3 minus net_moves_since_1Aug=0; cover=0.6%
FG,FG0000395,JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD ),PCS,0,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000396,JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD ),PCS,0,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000397,JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD ),PCS,1,2000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=1 minus net_moves_since_1Aug=0; cover=0.1%
FG,FG0000398,JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD ),PCS,0,1000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000399,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD ),PCS,0,0,FG whs BH-BT/BH-PF/GP-FG; onhand_now=5 minus net_moves_since_1Aug=5; cover=n/a | August plan is ZERO for this SKU; nil stock on 1-Aug
FG,FG0000400,JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD),PCS,15,0,FG whs BH-BT/BH-PF/GP-FG; onhand_now=24 minus net_moves_since_1Aug=9; cover=n/a | August plan is ZERO for this SKU
FG,FG0000407,COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS,PCS,819,60000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=819 minus net_moves_since_1Aug=0; cover=1.4%
FG,FG0000419,COLD PRESS GROUNDNUT OIL 2 LTR 10 PCS HANDLE,PCS,0,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000422,JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS,PCS,742,62831,FG whs BH-BT/BH-PF/GP-FG; onhand_now=742 minus net_moves_since_1Aug=0; cover=1.2%
FG,FG0000440,FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS,PCS,0,5000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000441,COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH,PCS,10710,105000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=2890 minus net_moves_since_1Aug=-7820; cover=10.2%
FG,FG0000442,SOYABEAN OIL 12 KGS,PCS,0,7583,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000443,FIRST PRESSED MUSTARD OIL 1 LTR 20 PCS,PCS,95,5000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=95 minus net_moves_since_1Aug=0; cover=1.9%
FG,FG0000445,RICE BRAN OIL 15 KG,PCS,0,607,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000448,MUSTARD KACHI GHANI 500 ML 24 PCS,PCS,0,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000449,MUSTARD KACHI GHANI 200 ML 70 PCS,PCS,11270,25000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=-11270; cover=45.1%
FG,FG0000451,COLD PRESS SUNFLOWER OIL 200 ML 70 PCS,PCS,0,25000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000452,SESAME OIL 500 MLS 12 PCS,PCS,0,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=0 minus net_moves_since_1Aug=0; cover=0.0% | nil stock on 1-Aug
FG,FG0000454,COLD PRESS GROUNDNUT 500 MLS 24 PCS,PCS,576,10000,FG whs BH-BT/BH-PF/GP-FG; onhand_now=576 minus net_moves_since_1Aug=0; cover=5.8%
