run_id,date,line,run_number,item_code,product,pack_litres,pieces_per_case,litres_per_case,status,live_status,required_cases,produced_cases_closeout,produced_cases_segment_sum,closeout_minus_segments,produced_litres_closeout,rated_speed_used,preset_for_this_pack,rated_matches_a_preset,total_running_minutes,productive_segment_minutes,segments,achieved_pieces_per_hour,pct_of_rated,breakdown_count,breakdown_minutes,breakdown_categories,breakdown_reasons,header_breakdown_time,waste_pieces_logged,waste_materials,rejected_qty,reworked_qty,line_clearance_status,clearance_all_checks_passed,clearance_qa_latency_min,supervisor,labour_count,sap_sync_status,sap_doc_entry,warehouse_approval
226,2026-08-19,Clear Pack,3,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1200.00,1233.0,960.0,273.0,24660.0,4800.0,4800,yes,578,373,4,3967.0,82.6,0,0,,,0,2039.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR 20 PCS PET 40 GM|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,9.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
225,2026-08-19,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1200.00,1168.0,880.0,288.0,23360.0,5400.0,5400,yes,573,368,4,3809.0,70.5,0,0,,,0,820.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,12.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
228,2026-08-19,Tin Head,5,FG0000015,REFINED OIL 15 LTR,15.0,1,15,COMPLETED,COMPLETED,900.00,1238.0,1280.0,-42.0,18570.0,45.0,,no,572,228,4,326.0,724.4,0,0,,,0,,,0.0,0.0,CLEARED,True,6.2,Ravi,7,NOT_APPLICABLE,,PARTIALLY_APPROVED
231,2026-08-20,10 Head,1,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,965.0,0.0,965.0,15440.0,2100.0,2100,yes,1546,0,1,,,0,0,,,0,1381.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,28.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
232,2026-08-20,6 Head,2,FG0000029,MUSTARD PAKKI GHANI 2 LTR 10 PCS,2.0,10,20,COMPLETED,COMPLETED,800.00,387.0,0.0,387.0,7740.0,720.0,720,yes,1547,0,1,,,0,0,,,0,99.0,CAPS 1 & 2 LTR WHITE AND ORANGE WITH LOGO|CARTON 2 LTR 10 PCS|LABEL 2 LTR PAKKI GHANI BACK|LABEL 2 LTR PAKKI GHANI FRONT|PET BOTTLE 2 LTR 66 GMS,0.0,0.0,CLEARED,True,25.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
234,2026-08-20,Clear Pack,4,FG0000053,COLD PRESS SUNFLOWER 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,1498.0,0.0,1498.0,29960.0,3000.0,3000,yes,1549,0,1,,,0,0,,,0,318.0,CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR|LABEL 5 LTR SUNFLOWER BACK|LABEL 5 LTR SUNFLOWER FRONT,0.0,0.0,CLEARED,True,19.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
233,2026-08-20,JP Machine,3,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,1356.0,0.0,1356.0,27120.0,5400.0,5400,yes,1548,0,1,,,0,0,,,0,701.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,23.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
236,2026-08-21,10 Head,1,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1100.00,1058.0,315.0,743.0,16928.0,2100.0,2100,yes,1431,124,2,8191.0,390.0,0,0,,,0,625.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,101.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
237,2026-08-21,6 Head,2,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,1277.0,0.0,1277.0,25540.0,600.0,600,yes,1431,0,2,,,0,0,,,0,36.0,CAPS 5 LTR/15 LTR|CARTON 5 LTR OLIVE 4 PCS|TIN 5 LTR POMACE OLIVE PRINTED,0.0,0.0,CLEARED,True,99.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
239,2026-08-21,Clear Pack,4,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1200.00,1880.0,600.0,1280.0,37600.0,3000.0,3000,yes,1431,125,2,3610.0,120.3,0,0,,,0,234.0,CAPS 5 LTR GREEN|CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,93.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
238,2026-08-21,JP Machine,3,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1100.00,1335.0,0.0,1335.0,26700.0,5400.0,5400,yes,1431,0,2,,,0,0,,,0,428.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,96.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
242,2026-08-22,10 Head,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1200.00,1249.0,900.0,349.0,19984.0,2100.0,2100,yes,1223,253,4,4739.0,225.7,0,0,,,0,454.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,8.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
241,2026-08-22,6 Head,1,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1200.00,986.0,1610.0,-624.0,19720.0,600.0,600,yes,1221,251,4,943.0,157.2,0,0,,,0,106.0,CAPS 5 LTR/15 LTR|CARTON 5 LTR OLIVE 4 PCS|TIN 5 LTR POMACE OLIVE PRINTED,0.0,0.0,CLEARED,True,10.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
246,2026-08-22,6 Head,5,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,500.00,358.0,0.0,358.0,7160.0,600.0,600,yes,981,0,1,,,0,0,,,0,36.0,CAPS 5 LTR/15 LTR|CARTON 5 LTR TIN OLIVE 4 PCS SANO|TIN 5 LTR POMACE OLIVE SANO,0.0,0.0,CLEARED,True,7.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
244,2026-08-22,Clear Pack,4,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1400.00,2160.0,1560.0,600.0,43200.0,3000.0,3000,yes,1248,277,4,1871.0,62.4,0,0,,,0,325.0,CAPS 5 LTR GREEN|HDPE BOTTLE 5 LTR|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,2.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
243,2026-08-22,JP Machine,3,FG0000031,MUSTARD PAKKI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,1080.0,0.0,1080.0,21600.0,5400.0,5400,yes,1283,0,3,,,0,0,,,0,1642.0,CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR PAKKI GHANI BACK|LABEL 1 LTR PAKKI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,6.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
250,2026-08-24,10 Head,4,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1144.0,225.0,919.0,18304.0,2100.0,2100,yes,603,32,2,34320.0,1634.3,0,0,,,0,494.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,289.7,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
249,2026-08-24,6 Head,3,FG0000128,JIVO GOLD 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,840.0,160.0,680.0,16800.0,600.0,600,yes,600,29,2,6952.0,1158.7,0,0,,,0,55.0,CAPS 5 LTR BROWN|CARTON 5 LTR 4 PCS|LABEL 5 LTR GOLD BACK NEW|LABEL 5 LTR GOLD FRONT NEW,0.0,0.0,CLEARED,True,293.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
248,2026-08-24,Clear Pack,2,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1200.00,2015.0,440.0,1575.0,40300.0,3000.0,3000,yes,599,28,2,17271.0,575.7,0,0,,,0,102.0,CARTON 5 LTR 4 PCS|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,301.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
247,2026-08-24,JP Machine,1,FG0000449,MUSTARD KACHI GHANI 200 ML 70 PCS,0.2,70,14,COMPLETED,COMPLETED,1000.00,239.0,46.0,193.0,3346.0,5400.0,,yes,599,28,2,35850.0,663.9,0,0,,,0,1096.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|LABEL 200 ML CP KACHI GHANI BACK|LABEL 200 ML CP KACHI GHANI FRONT|PET BOTTLE 200 MLS OLIVE OIL,0.0,0.0,CLEARED,True,307.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
254,2026-08-25,10 Head,3,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,753.0,0.0,753.0,12048.0,2100.0,2100,yes,223,0,2,,,0,0,,,0,899.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR EXTRA VIRGIN BACK|LABEL 1 LTR EXTRA VIRGIN FRONT|PET BOTTLE 1 LTR 52 GMS GREEN,0.0,0.0,CLEARED,True,68.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
255,2026-08-25,6 Head,4,FG0000128,JIVO GOLD 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,140.0,0.0,140.0,2800.0,600.0,600,yes,223,0,2,,,0,0,,,0,332.0,CARTON 5 LTR 4 PCS|HDPE BOTTLE 5 LTR GOLD|LABEL 5 LTR GOLD BACK NEW|LABEL 5 LTR GOLD FRONT NEW|SHRINKS 5 LTR 340X415 5 LTR SINGAL PCS,0.0,0.0,CLEARED,True,56.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
257,2026-08-25,6 Head,6,FG0000374,YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,800.00,509.0,208.0,301.0,10180.0,1080.0,600,yes,231,93,2,1314.0,121.7,0,0,,,0,8.0,CAPS 5 LTR/15 LTR|CARTON 5 LTR OLIVE 4 PCS|TIN 5 LTR FP YELLOW MUSTARD OIL PRINTED,0.0,0.0,CLEARED,True,149.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
262,2026-08-25,6 Head,10,FG0000320,YELLOW MUSTARD OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,500.00,94.0,0.0,94.0,1504.0,1080.0,1080,yes,242,0,2,,,0,0,,,0,,,0.0,0.0,CLEARED,True,61.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
252,2026-08-25,Clear Pack,1,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1000.00,2088.0,960.0,1128.0,41760.0,3000.0,3000,yes,469,220,3,2278.0,75.9,0,0,,,0,,,0.0,0.0,CLEARED,True,94.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
253,2026-08-25,JP Machine,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1200.00,582.0,0.0,582.0,9312.0,5400.0,5400,yes,93,0,1,,,0,0,,,0,192.0,LABEL 1 LTR GROUNDNUT BACK|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,86.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
259,2026-08-25,JP Machine,7,FG0000449,MUSTARD KACHI GHANI 200 ML 70 PCS,0.2,70,14,COMPLETED,COMPLETED,500.00,192.0,0.0,192.0,2688.0,5400.0,,yes,156,0,1,,,0,0,,,0,681.0,CARTON 5 LTR 4 PCS PET|LABEL 200 ML CP KACHI GHANI BACK|LABEL 200 ML CP KACHI GHANI FRONT|PET BOTTLE 200 MLS OLIVE OIL,0.0,0.0,CLEARED,True,99.7,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
260,2026-08-25,JP Machine,8,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,DRAFT,DRAFT,200.00,0.0,0,0.0,0.0,5400.0,5400,yes,0,0,0,,,0,0,,,0,,,0.0,0.0,,,,Ravi,18,NOT_APPLICABLE,,NOT_REQUESTED
261,2026-08-25,JP Machine,9,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,200.00,77.0,0.0,77.0,1540.0,5400.0,5400,yes,171,0,1,,,0,0,,,0,342.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|CARTON 1 LTR 20 PCS PET 26GM|LABEL 1 LTR KACHCHI GHANI BACK|LABEL 1 LTR KACHCHI GHANI FRONT|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,93.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
256,2026-08-25,Pouch Machine,5,FG0000021,REFINED OIL 1 LTR POUCH 12 PCS,1.0,12,12,COMPLETED,COMPLETED,500.00,565.0,150.0,415.0,6780.0,2400.0,1800,no,356,97,3,4194.0,174.8,0,0,,,0,153.0,CARTON 1 LTR 12 POUCHES,0.0,0.0,CLEARED,True,63.1,Ravi,8,NOT_APPLICABLE,,PARTIALLY_APPROVED
263,2026-08-26,10 Head,1,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,166.0,0.0,166.0,2656.0,2100.0,2100,yes,72,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,142.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
268,2026-08-26,10 Head,5,FG0000320,YELLOW MUSTARD OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,701.0,0.0,701.0,11216.0,2100.0,2100,yes,71,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,4.7,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
267,2026-08-26,6 Head,4,FG0000043,COLD PRESS 3 LTR 6 PCS,3.0,6,18,COMPLETED,COMPLETED,1200.00,825.0,0.0,825.0,14850.0,720.0,,yes,71,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,5.7,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
264,2026-08-26,Clear Pack,2,FG0000143,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1200.00,1195.0,0.0,1195.0,23900.0,3000.0,3000,yes,71,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,59.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
266,2026-08-26,JP Machine,3,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,689.0,135.0,554.0,11024.0,5400.0,5400,yes,68,68,1,9727.0,180.1,0,0,,,0,,,0.0,0.0,CLEARED,True,11.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
269,2026-08-27,10 Head,1,FG0000320,YELLOW MUSTARD OIL 1 LTR 16 PCS,1.0,16,16,IN_PROGRESS,STOPPED,1000.00,0.0,1190.0,-1190.0,0.0,2100.0,2100,yes,266,402,3,2842.0,135.3,1,0,PM Short,Cap khatam/Cap khatam,0,,,0.0,0.0,CLEARED,True,85.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
272,2026-08-27,6 Head,4,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,IN_PROGRESS,STOPPED,900.00,0.0,572.0,-572.0,0.0,600.0,600,yes,340,196,3,700.0,116.7,1,61,Other,Oil khatam/Oil khatam,61,,,0.0,0.0,CLEARED,True,77.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
271,2026-08-27,Clear Pack,3,FG0000407,COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS,1.0,20,20,IN_PROGRESS,STOPPED,1200.00,0.0,1080.0,-1080.0,0.0,4800.0,4800,yes,520,377,4,3438.0,71.6,0,0,,,0,,,0.0,0.0,CLEARED,True,79.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
270,2026-08-27,JP Machine,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,IN_PROGRESS,STOPPED,1000.00,0.0,630.0,-630.0,0.0,5400.0,5400,yes,522,379,4,1596.0,29.6,0,0,,,0,,,0.0,0.0,CLEARED,True,83.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
277,2026-08-29,10 Head,3,FG0000064,EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE,2.0,10,20,IN_PROGRESS,STOPPED,1000.00,0.0,560.0,-560.0,0.0,2100.0,1260,yes,1199,260,5,1292.0,61.5,0,0,,,0,,,0.0,0.0,CLEARED,True,5.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
278,2026-08-29,6 Head,4,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,IN_PROGRESS,STOPPED,1000.00,0.0,911.0,-911.0,0.0,720.0,600,yes,1199,260,3,841.0,116.8,0,0,,,0,,,0.0,0.0,CLEARED,True,4.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
275,2026-08-29,Clear Pack,1,FG0000028,POMACE OLIVE 1 LTR 16 PCS,1.0,16,16,IN_PROGRESS,STOPPED,1500.00,0.0,1205.0,-1205.0,0.0,4800.0,4800,yes,1209,271,4,4269.0,88.9,0,0,,,0,,,0.0,0.0,CLEARED,True,33.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
276,2026-08-29,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,IN_PROGRESS,STOPPED,1000.00,0.0,645.0,-645.0,0.0,5400.0,5400,yes,1198,260,4,2977.0,55.1,0,0,,,0,,,0.0,0.0,CLEARED,True,9.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
281,2026-08-30,10 Head,3,FG0000064,EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE,2.0,10,20,IN_PROGRESS,STOPPED,800.00,0.0,480.0,-480.0,0.0,1260.0,1260,yes,227,188,3,1532.0,121.6,0,0,,,0,,,0.0,0.0,CLEARED,True,16.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
285,2026-08-30,10 Head,7,FG0000032,COLD PRESS 1 LTR 20 PCS,1.0,20,20,IN_PROGRESS,RUNNING,500.00,0.0,105.0,-105.0,0.0,2100.0,2100,yes,50,50,2,2520.0,120.0,0,0,,,0,,,0.0,0.0,CLEARED,True,1.6,RAVI,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
282,2026-08-30,6 Head,4,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,IN_PROGRESS,STOPPED,1000.00,0.0,51.0,-51.0,0.0,600.0,600,yes,3,3,1,4080.0,680.0,0,0,,,0,,,0.0,0.0,CLEARED,True,4.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
283,2026-08-30,6 Head,5,FG0000374,YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,5.0,4,20,IN_PROGRESS,RUNNING,1000.00,0.0,789.0,-789.0,0.0,600.0,600,yes,315,315,4,601.0,100.2,0,0,,,0,,,0.0,0.0,CLEARED,True,36.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
279,2026-08-30,Clear Pack,1,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,1.0,16,16,IN_PROGRESS,RUNNING,1000.00,0.0,1515.0,-1515.0,0.0,4800.0,4800,yes,330,330,4,4407.0,91.8,0,0,,,0,,,0.0,0.0,CLEARED,True,20.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
280,2026-08-30,JP Machine,2,FG0000030,MUSTARD KACHI GHANI 1 LTR 20 PCS,1.0,20,20,IN_PROGRESS,RUNNING,1000.00,0.0,1080.0,-1080.0,0.0,5400.0,5400,yes,326,326,4,3975.0,73.6,0,0,,,0,,,0.0,0.0,CLEARED,True,17.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
284,2026-08-30,Pouch Machine,6,FG0000194,SOYABEAN OIL 1 LTR POUCH 12 PCS,1.0,12,12,IN_PROGRESS,RUNNING,1400.00,0.0,1012.0,-1012.0,0.0,2400.0,1800,no,247,247,4,2950.0,122.9,0,0,,,0,,,0.0,0.0,CLEARED,True,36.2,Ravi,8,NOT_APPLICABLE,,PARTIALLY_APPROVED
