run_id,date,line,run_number,item_code,product,pack_litres,pieces_per_case,litres_per_case,status,live_status,required_cases,produced_cases_closeout,produced_cases_segment_sum,closeout_minus_segments,produced_litres_closeout,rated_speed_used,preset_for_this_pack,rated_matches_a_preset,total_running_minutes,productive_segment_minutes,segments,achieved_pieces_per_hour,pct_of_rated,breakdown_count,breakdown_minutes,breakdown_categories,breakdown_reasons,header_breakdown_time,waste_pieces_logged,waste_materials,rejected_qty,reworked_qty,line_clearance_status,clearance_all_checks_passed,clearance_qa_latency_min,supervisor,labour_count,sap_sync_status,sap_doc_entry,warehouse_approval
51,2026-07-18,6 Head,3,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,840.0,600,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,20967.5,Ravi,18,NOT_APPLICABLE,,NOT_REQUESTED
52,2026-07-18,6 Head,4,FG0000226,RICE BRAN OIL 5 LTR 4 PCS,5.0,4,20,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,880.0,600,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,26123.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
53,2026-07-18,Clear Pack,5,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,5000.0,4800,no,0,0,0,,,0,0,,,0,,,0.0,0.0,SUBMITTED,True,,Ravi,19,NOT_APPLICABLE,,PARTIALLY_APPROVED
49,2026-07-18,JP Machine,1,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,3000.0,5400,no,0,0,0,,,0,0,,,0,,,0.0,0.0,DRAFT,True,,Ravi,18,NOT_APPLICABLE,,NOT_REQUESTED
56,2026-07-20,Clear Pack,1,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,DRAFT,DRAFT,1200.00,0.0,0,0.0,0.0,2000.0,4800,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,21446.9,Ravi,19,NOT_APPLICABLE,,PARTIALLY_APPROVED
63,2026-07-21,10 Head,7,FG0000085,FG0000085,,4,,DRAFT,DRAFT,10.00,0.0,0,0.0,,,,,0,0,0,,,0,0,,,0,,,0.0,0.0,,,,,0,NOT_APPLICABLE,2650,PARTIALLY_APPROVED
59,2026-07-21,6 Head,3,SL0000227,JIVO SO OLIVE 5 LTR,5.0,1,5.0,DRAFT,DRAFT,250.00,0.0,0,0.0,0.0,,600,,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,21.7,Ravi,15,NOT_APPLICABLE,,APPROVED
60,2026-07-21,6 Head,4,FG0000228,SO OLIVE OIL 1 LTR 16 PCS,1.0,16,16.0,DRAFT,DRAFT,200.00,0.0,0,0.0,0.0,160.0,1080,no,0,0,0,,,0,0,,,0,,,0.0,0.0,DRAFT,False,,Ravi,19,NOT_APPLICABLE,,NOT_REQUESTED
61,2026-07-21,6 Head,5,FG0000228,SO OLIVE OIL 1 LTR 16 PCS,1.0,16,16.0,DRAFT,DRAFT,200.00,0.0,0,0.0,0.0,160.0,1080,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,18430.1,Ravi,19,NOT_APPLICABLE,,PARTIALLY_APPROVED
57,2026-07-21,Clear Pack,1,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1200.00,1617.0,600.0,1017.0,32340.0,2000.0,4800,no,186,186,5,10432.0,521.6,0,0,,,0,,,0.0,0.0,CLEARED,True,31.5,Ravi,20,NOT_APPLICABLE,,PARTIALLY_APPROVED
62,2026-07-21,Clear Pack,6,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,DRAFT,DRAFT,1200.00,0.0,0,0.0,0.0,2000.0,4800,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,28910.9,Ravi,20,NOT_APPLICABLE,,NOT_REQUESTED
58,2026-07-21,JP Machine,2,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,COMPLETED,COMPLETED,1000.00,1158.0,130.0,1028.0,23160.0,2000.0,5400,no,210,210,3,6617.0,330.9,0,0,,,0,,,0.0,0.0,CLEARED,True,54.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
64,2026-07-22,10 Head,1,SL0000043,COLD PRESS GROUNDNUT  1 LTR,1.0,1,1.0,DRAFT,DRAFT,900.00,0.0,0,0.0,0.0,7.0,2100,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,14.6,Ravi,15,NOT_APPLICABLE,,NOT_REQUESTED
68,2026-07-22,10 Head,5,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,1600.0,2100,no,0,0,0,,,0,0,,,0,,,0.0,0.0,DRAFT,True,,ravi,8,NOT_APPLICABLE,,PARTIALLY_APPROVED
69,2026-07-22,10 Head,6,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,1600.0,2100,no,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,50.7,ravi,8,NOT_APPLICABLE,,PARTIALLY_APPROVED
65,2026-07-22,Clear Pack,2,FG0000081,COLD PRESS SUNFLOWER 1 LTR 20 PCS,1.0,20,20,IN_PROGRESS,STOPPED,1400.00,0.0,723.0,-723.0,0.0,4400.0,4800,no,295,295,8,2941.0,66.8,0,0,,,0,723.0,CARTON 1 LTR 20 PCS PET 40 GM|LABEL 1 LTR SUNFLOWER BACK|LABEL 1 LTR SUNFLOWER FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,11.6,Ravi,20,NOT_APPLICABLE,,PARTIALLY_APPROVED
70,2026-07-22,Clear Pack,7,FG0000407,COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS,1.0,20,20,DRAFT,DRAFT,800.00,0.0,0,0.0,0.0,,4800,,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,1027.9,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
66,2026-07-22,JP Machine,3,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,DRAFT,DRAFT,,0.0,0,0.0,0.0,,5400,,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,1480.8,Ravi,16,NOT_APPLICABLE,,NOT_REQUESTED
67,2026-07-22,JP Machine,4,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,IN_PROGRESS,STOPPED,1100.00,0.0,140.0,-140.0,0.0,,5400,,323,323,4,520.0,,0,0,,,0,,,0.0,0.0,CLEARED,True,6.2,,0,NOT_APPLICABLE,,PARTIALLY_APPROVED
74,2026-07-23,10 Head,2,SL0000043,COLD PRESS GROUNDNUT  1 LTR,1.0,1,1.0,DRAFT,DRAFT,250.00,0.0,0,0.0,0.0,,2100,,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,45.8,Ravi,16,NOT_APPLICABLE,,APPROVED
76,2026-07-23,10 Head,4,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,IN_PROGRESS,STOPPED,250.00,0.0,120.0,-120.0,0.0,112.0,2100,no,452,452,1,255.0,227.7,0,0,,,0,,,0.0,0.0,CLEARED,True,21.2,Ravi,8,NOT_APPLICABLE,,PARTIALLY_APPROVED
77,2026-07-23,6 Head,5,FG0000151,SANO POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,DRAFT,DRAFT,1000.00,0.0,0,0.0,0.0,,600,,0,0,0,,,0,0,,,0,,,0.0,0.0,CLEARED,True,18.7,Ravi,16,NOT_APPLICABLE,,PARTIALLY_APPROVED
73,2026-07-23,Clear Pack,1,FG0000407,COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS,1.0,20,20,IN_PROGRESS,STOPPED,1200.00,0.0,1060.0,-1060.0,0.0,2000.0,4800,no,371,371,13,3429.0,171.4,0,0,,,0,,,0.0,0.0,CLEARED,True,48.2,Ravi,20,NOT_APPLICABLE,,PARTIALLY_APPROVED
75,2026-07-23,JP Machine,3,FG0000422,JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS,,20,19.098,IN_PROGRESS,STOPPED,1000.00,0.0,90.0,-90.0,0.0,2600.0,,no,115,115,3,939.0,36.1,0,0,,,0,,,0.0,0.0,CLEARED,True,41.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
79,2026-07-24,10 Head,2,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,956.0,951.0,5.0,15296.0,1600.0,2100,no,1537,1537,5,597.0,37.3,0,0,,,0,,,0.0,0.0,CLEARED,True,0.6,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
80,2026-07-24,6 Head,3,FG0000114,POMACE OLIVE 2 LTR 10 PCS HANDLE,2.0,10,20.0,IN_PROGRESS,STOPPED,250.00,0.0,302.0,-302.0,0.0,1000.0,720,no,487,487,4,372.0,37.2,0,0,,,0,,,0.0,0.0,CLEARED,True,0.6,Ravi,16,NOT_APPLICABLE,,PARTIALLY_APPROVED
78,2026-07-24,Clear Pack,1,FG0000088,COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN,1.0,10,2,COMPLETED,COMPLETED,500.00,1017.0,1017.0,0.0,2034.0,1000.0,4800,no,1528,1528,8,399.0,39.9,0,0,,,0,,,0.0,0.0,CLEARED,True,1.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
81,2026-07-25,10 Head,1,FG0000227,RICE BRAN OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1080.0,1438.0,-358.0,17280.0,1600.0,2100,no,333,195,5,5317.0,332.3,0,0,,,0,,,0.0,0.0,CLEARED,True,1.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
83,2026-07-25,6 Head,3,FG0000074,EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED,5.0,4,20,COMPLETED,COMPLETED,1000.00,276.0,1035.0,-759.0,5520.0,480.0,600,no,334,276,6,240.0,50.0,0,0,,,0,,,0.0,0.0,CLEARED,True,9.8,Ravi,71,NOT_APPLICABLE,,PARTIALLY_APPROVED
82,2026-07-25,Clear Pack,2,FG0000033,COLD PRESS 1 LTR + 1 LTR COMBO 10 SET,1.0,10,10.0,COMPLETED,COMPLETED,1500.00,1036.0,1596.0,-560.0,10360.0,1200.0,4800,no,442,442,5,1406.0,117.2,0,0,,,0,,,0.0,0.0,CLEARED,True,13.4,Ravi,29,NOT_APPLICABLE,,PARTIALLY_APPROVED
84,2026-07-25,Tin Head,4,FG0000444,SOYABEAN OIL 12 KGS (B),13.19,1,13.19,COMPLETED,COMPLETED,2000.00,1265.0,2936.0,-1671.0,16685.3,150.0,,no,216,216,3,351.0,234.0,0,0,,,0,,,0.0,0.0,CLEARED,True,26.8,Hardeep,13,NOT_APPLICABLE,,PARTIALLY_APPROVED
97,2026-07-27,10 Head,1,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1068.0,1857.0,-789.0,17088.0,1600.0,2100,no,421,396,4,2589.0,161.8,0,0,,,0,,,0.0,0.0,CLEARED,True,10.8,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
101,2026-07-27,6 Head,5,FG0000038,MUSTARD KACCHI GHANI 2 LTR 10 PCS,2.0,10,20,COMPLETED,COMPLETED,600.00,547.0,874.0,-327.0,10940.0,500.0,720,no,370,366,5,897.0,179.4,2,15,Machine|PM Short,bach machine/bach machine|Lable/lable,15,,,0.0,0.0,CLEARED,True,6.5,ravi,16,NOT_APPLICABLE,,PARTIALLY_APPROVED
99,2026-07-27,Clear Pack,3,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1500.00,1436.0,2369.0,-933.0,28720.0,600.0,3000,no,368,368,7,937.0,156.2,3,18,Machine|PM Short,Jaam lagne/jaam lagna|shrink/shrink|shrink/shrink,18,,,0.0,0.0,CLEARED,True,15.8,ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
98,2026-07-27,JP Machine,2,FG0000379,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20,COMPLETED,COMPLETED,1200.00,1054.0,1054.0,0.0,21080.0,2200.0,5400,no,1317,1317,6,960.0,43.6,2,16,PM Short|RM Short,sticker/sticker|palat nahi/pilot nahi,16,,,0.0,0.0,CLEARED,True,11.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
100,2026-07-27,Pouch Machine,4,FG0000359,SOYABEAN OIL 750 GMS 12 PCS POUCH,,12,9.8904,COMPLETED,COMPLETED,1000.00,1380.0,3060.0,-1680.0,13648.8,,,,398,398,4,2496.0,,0,0,,,0,,,0.0,0.0,CLEARED,True,8.8,,0,NOT_APPLICABLE,,PARTIALLY_APPROVED
103,2026-07-28,10 Head,1,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,648.0,653.0,-5.0,10368.0,1600.0,2100,no,452,452,4,1376.0,86.0,1,44,PM Short,carton/carton,44,,,0.0,0.0,CLEARED,True,6.1,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
104,2026-07-28,6 Head,2,FG0000008,POMACE OLIVE 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1500.00,290.0,550.0,-260.0,5800.0,520.0,600,no,118,118,2,590.0,113.5,1,432,Machine,machine/machine,432,,,0.0,0.0,CLEARED,True,2.9,Ravi,16,NOT_APPLICABLE,,PARTIALLY_APPROVED
106,2026-07-28,Clear Pack,4,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1500.00,1333.0,1060.0,273.0,26660.0,544.0,3000,no,369,311,7,1029.0,189.2,3,86,PM Short,pilot nahi/pilot nahi|shrink/shrink|can nahi hai/can nahi hai,86,,,0.0,0.0,CLEARED,True,43.9,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
105,2026-07-28,JP Machine,3,FG0000389,JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE,1.0,20,20.0,COMPLETED,COMPLETED,1200.00,1002.0,785.0,217.0,20040.0,2200.0,5400,no,420,420,7,2863.0,130.1,3,11,PM Short,sticker change/sticker change|pilot/pilot|STICKER CHAJ/STICKER CHAJ,11,,,0.0,0.0,CLEARED,True,42.4,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
109,2026-07-29,10 Head,1,FG0000042,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,559.0,610.0,-51.0,8944.0,1600.0,2100,no,234,193,6,2781.0,173.8,1,90,PM Short,bottle nahi/bottle nahi,90,342.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR EXTRA VIRGIN BACK|LABEL 1 LTR EXTRA VIRGIN FRONT|PET BOTTLE 1 LTR 52 GMS GREEN,0.0,0.0,CLEARED,True,27.8,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
114,2026-07-29,10 Head,5,FG0000446,EXTRA VIRGIN OLIVE 3 LTR TIN 3 PCS,3.0,3,9.0,COMPLETED,COMPLETED,500.00,96.0,0.0,96.0,864.0,300.0,,no,79,0,1,,,0,0,,,0,6.0,CAPS 5 LTR/15 LTR|CARTON 3 LTR OLIVE 3 PCS|TIN 3 LTR EXTRA VIRGIN OLIVE OIL PRINTED,0.0,0.0,CLEARED,True,3.4,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
110,2026-07-29,6 Head,2,FG0000306,YELLOW MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,600.00,301.0,200.0,101.0,6020.0,2000.0,1080,no,460,296,5,1220.0,61.0,0,0,,,0,210.0,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT|PET BOTTLE 1 LTR 75 GMS,0.0,0.0,CLEARED,True,43.1,Ravi,19,NOT_APPLICABLE,,PARTIALLY_APPROVED
113,2026-07-29,Clear Pack,4,FB0000016,COLD PRESS 5 LTR 4 PCS,5.0,4,20.0,COMPLETED,COMPLETED,1500.00,489.0,366.0,123.0,9780.0,200.0,3000,no,174,127,3,924.0,462.0,1,13,PM Short,shrink/shrink,13,246.0,CAPS 5 LTR GREEN|HDPE BOTTLE 5 LTR|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,2.7,ravi,20,NOT_APPLICABLE,,APPROVED
111,2026-07-29,JP Machine,3,FG0000136,SANO MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1000.00,973.0,890.0,83.0,19460.0,1660.0,5400,no,352,352,4,3317.0,199.8,2,45,Machine|Other,power na/power|machine/machine,45,560.0,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN|LABEL 1 LTR MUSTARD BACK SANO|LABEL 1 LTR MUSTARD FRONT SANO|PET BOTTLE 1 LTR 26 GM,0.0,0.0,CLEARED,True,22.4,ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
117,2026-07-30,10 Head,3,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,355.0,720.0,-365.0,5680.0,1456.0,2100,no,643,409,4,833.0,57.2,0,0,,,0,355.0,CAPS 1 & 2 LTR WHITE AND LIGHT-BROWN WITH LOGO GO|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,11.5,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
118,2026-07-30,6 Head,4,FG0000374,YELLOW MUSTARD OIL 5 LTR TIN 4 PCS,5.0,4,20,COMPLETED,COMPLETED,80.00,347.0,0.0,347.0,6940.0,320.0,600,no,163,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,6.6,Ravi,14,NOT_APPLICABLE,,PARTIALLY_APPROVED
119,2026-07-30,6 Head,5,FG0000306,YELLOW MUSTARD OIL 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,800.00,1063.0,523.0,540.0,21260.0,1200.0,1080,no,437,434,5,2939.0,244.9,1,13,PM Short,sticker nahi hai/sticker nahi hai,13,264.0,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK|LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT|PET BOTTLE 1 LTR 75 GMS,0.0,0.0,CLEARED,True,7.3,Ravi,20,NOT_APPLICABLE,,PARTIALLY_APPROVED
115,2026-07-30,Clear Pack,1,FG0000004,COLD PRESS 5 LTR 4 PCS,5.0,4,20,COMPLETED,COMPLETED,1500.00,344.0,120.0,224.0,6880.0,544.0,3000,no,117,117,1,706.0,129.8,1,373,Machine,machine/machine,373,169.0,CAPS 5 LTR GREEN|HDPE BOTTLE 5 LTR|LABEL 5 LTR COLD PRESS BACK 994|LABEL 5 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,33.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
122,2026-07-30,Clear Pack,6,FG0000032,COLD PRESS 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,500.00,1018.0,240.0,778.0,20360.0,2400.0,4800,no,176,176,2,6941.0,289.2,0,0,,,0,300.0,LABEL 1 LTR COLD PRESS BACK 8181|LABEL 1 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,10.4,Ravi,16,NOT_APPLICABLE,,PARTIALLY_APPROVED
116,2026-07-30,JP Machine,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,464.0,440.0,24.0,7424.0,1456.0,5400,no,372,372,4,1197.0,82.2,1,18,Machine,machine/machine,18,281.0,CAPS 1 & 2 LTR WHITE AND LIGHT-BROWN WITH LOGO GO|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,226.2,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
125,2026-07-31,10 Head,3,FG0000028,POMACE OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,923.0,585.0,338.0,14768.0,1456.0,2100,no,611,415,4,2135.0,146.6,0,0,,,0,696.0,CAPS 1 & 2 LTR FULL GREEN PLAIN|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR POMACE BACK|LABEL 1 LTR POMACE FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,11.0,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
126,2026-07-31,6 Head,4,FG0000043,COLD PRESS 3 LTR 6 PCS,3.0,6,18,COMPLETED,COMPLETED,500.00,510.0,940.0,-430.0,9180.0,300.0,,no,230,230,5,798.0,266.0,1,13,PM Short,sticker issue/sticker,13,67.0,CAPS 5 LTR|CARTON 3 LTR 6 PCS|HDPE BOTTLE 3 LTR|LABEL 3 LTR COLD PRESS BACK|LABEL 3 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,23.0,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
123,2026-07-31,Clear Pack,1,FG0000032,COLD PRESS 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,1500.00,1466.0,1245.0,221.0,29320.0,2800.0,4800,no,528,528,8,3332.0,119.0,5,94,PM Short,sticker/sticker|sticker issue/sticker issue|sticker issue/sticker issue|sticker issue/sticker issue|sticker issue/sticker,94,641.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|CARTON 1 LTR 20 PCS|LABEL 1 LTR COLD PRESS BACK 8181|LABEL 1 LTR COLD PRESS FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,18.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
124,2026-07-31,JP Machine,2,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1289.0,1402.0,-113.0,20624.0,1440.0,5400,no,449,449,7,2756.0,191.4,3,120,PM Short,bottle issue/bottle issue|sticker issue/sticker|sticker issue/sticker,120,232.0,CAPS 1 & 2 LTR WHITE AND LIGHT-BROWN WITH LOGO GO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,15.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
129,2026-08-01,10 Head,2,FG0000150,SANO POMACE OLIVE 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,815.0,585.0,230.0,13040.0,1456.0,2100,no,2955,315,2,2484.0,170.6,0,0,,,0,561.0,CAPS 1 & 2 LTR WHITE AND GREEN PLAIN|CARTON 1 LTR 16 PCS SANO|LABEL 1 LTR POMACE BACK SANO|LABEL 1 LTR POMACE FRONT SANO|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,51.2,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
130,2026-08-01,6 Head,3,FG0000043,COLD PRESS 3 LTR 6 PCS,3.0,6,18,COMPLETED,COMPLETED,500.00,8.0,28.0,-20.0,144.0,300.0,,no,265,265,3,11.0,3.7,1,1,Machine,Machine problem,1,36.0,CAPS 5 LTR|HDPE BOTTLE 3 LTR|LABEL 3 LTR COLD PRESS BACK|LABEL 3 LTR COLD PRESS FRONT,0.0,0.0,CLEARED,True,49.1,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
131,2026-08-01,6 Head,4,FG0000020,REFINED OIL 5 LTR,5.0,1,20,COMPLETED,COMPLETED,250.00,109.0,323.0,-214.0,2180.0,70.0,600,no,277,223,3,29.0,41.4,0,0,,,0,46.0,CAPS 5 LTR BLUE|HDPE BOTTLE 5 LTR|LABEL 5 LTR REFINED BACK|LABEL 5 LTR REFINED FRONT,0.0,0.0,CLEARED,True,7.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
132,2026-08-01,6 Head,5,FG0000016,REFINED OIL 2 LTR,2.0,1,20,COMPLETED,COMPLETED,100.00,109.0,0.0,109.0,2180.0,80.0,720,no,2603,0,1,,,0,0,,,0,46.0,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO|LABEL 2 LTR REFINED BACK|LABEL 2 LTR REFINED FRONT|PET BOTTLE 2 LTR 66 GMS,0.0,0.0,CLEARED,True,7.3,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
133,2026-08-01,Clear Pack,6,FG0000013,REFINED OIL 1000 MLS,1.0,1,20,COMPLETED,COMPLETED,40.00,43.0,0.0,43.0,860.0,40.0,4800,no,2447,0,1,,,0,0,,,0,,,0.0,0.0,CLEARED,True,31.3,Ravi,17,NOT_APPLICABLE,,PARTIALLY_APPROVED
134,2026-08-01,Clear Pack,7,FG0000032,COLD PRESS 1 LTR 20 PCS,1.0,20,20,COMPLETED,COMPLETED,500.00,47.0,0.0,47.0,940.0,1820.0,4800,no,1,0,1,,,0,0,,,0,71.0,CAPS 1 & 2 LTR FULL GREEN WITH LOGO|CARTON 1 LTR 20 PCS|LABEL 1 LTR COLD PRESS BACK 8181|LABEL 1 LTR COLD PRESS FRONT|PET BOTTLE 1 LTR 40 GMS,0.0,0.0,CLEARED,True,2700.5,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
128,2026-08-01,JP Machine,1,FG0000142,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,1.0,16,16,COMPLETED,COMPLETED,1000.00,1453.0,1125.0,328.0,23248.0,1456.0,5400,no,562,562,3,2482.0,170.5,1,62,PM Short,bottle issue/bottle issue,62,637.0,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO|CARTON 1 LTR POMACE 16 PCS|LABEL 1 LTR GROUNDNUT BACK|LABEL 1 LTR GROUNDNUT FRONT|PET BOTTLE 1 LTR 52 GMS POMACE,0.0,0.0,CLEARED,True,56.6,Ravi,18,NOT_APPLICABLE,,PARTIALLY_APPROVED
