SCOPE	GRP_KEY	GRP_LABEL	SORT_KEY	GRPO_DOCS	GRPO_LINES	GRPO_NET	GRPO_GST	GRPO_GROSS	UNBILLED_DOCS	UNBILLED_LINES	UNBILLED_NET	UNBILLED_GST	UNBILLED_GROSS	UB_0_30	UB_31_60	UB_61_90	UB_91_180	UB_181_365	UB_365PLUS	UB_90PLUS_DOCS	UB_90PLUS_GROSS	UB_ZEROQTY_LINES	UB_ZEROQTY_GROSS	OLDEST_UB_DATE	OLDEST_UB_DAYS	CLOSED_NOBILL_DOCS	CLOSED_NOBILL_LINES	CLOSED_NOBILL_GROSS	RETURNED_DOCS	RETURNED_LINES	RETURNED_GROSS	INVOICED_DOCS	NOINV_DOCS	NOINV_GROSS	INV_PAIR_DOCS	INV_SAMEDAY_DOCS	INV_SAMEDAY_PCT	INV_LAG_AVG_DAYS	INV_LAG_MED_DAYS	EXT_GRPO_DOCS	EXT_GRPO_GROSS	EXT_UNBILLED_DOCS	EXT_UNBILLED_GROSS	EXT_UB_90PLUS_DOCS	EXT_UB_90PLUS_GROSS
VENDOR_UNBILLED	VENDA000974	ABC EXPRESS [EXTERNAL]	6	25	34	904519.72	129456.69	1033976.41	1	1	20000	3600	23600	0	0	0	0	23600	0	1	23600	1	23600	2026-01-04	230	6	7	299135.48	0	0	0	20	5	322734.48	20	4	20	23.7	16	25	1033976.41	1	23600	1	23600
VENDOR_UNBILLED	VENDA001620	GURMUKH CARGO SERVICE [EXTERNAL]	6	16	40	596938	29846.9	626784.9	1	2	21190	1059.5	22249.5	0	0	0	22249.5	0	0	1	22249.5	2	22249.5	2026-05-07	107	0	0	0	0	0	0	15	1	22249.5	15	0	0	16.67	16	16	626784.9	1	22249.5	1	22249.5
VENDOR_UNBILLED	VENDA001055	CHADHA SALES PVT LTD. [EXTERNAL]	6	5	6	856488.64	154167.96	1010656.6	1	2	18620	3351.6	21971.6	21971.6	0	0	0	0	0	0	0	0	0	2026-08-20	2	0	0	0	0	0	0	4	1	21971.6	4	1	25	17.5	12	5	1010656.6	1	21971.6	0	0
VENDOR_UNBILLED	VENDA000779	PAL SVAM POWER SOLUTIONS PVT LTD [EXTERNAL]	6	5	21	162251.86	29205.33	191457.19	1	2	18162.4	3269.23	21431.63	21431.63	0	0	0	0	0	0	0	0	0	2026-08-04	18	0	0	0	0	0	0	4	1	21431.63	4	3	75	12	0	5	191457.19	1	21431.63	0	0
VENDOR_UNBILLED	VENDA000006	ADANI WILMAR LTD RAJASTHAN [EXTERNAL]	6	1	1	17750	887.5	18637.5	1	1	17750	887.5	18637.5	0	0	18637.5	0	0	0	0	0	1	18637.5	2026-05-29	85	0	0	0	0	0	0	0	1	18637.5	0	0	NULL	NULL	NULL	1	18637.5	1	18637.5	0	0
VENDOR_UNBILLED	VENDA001057	S.N. ENGINEERING [EXTERNAL]	6	7	10	63600	11448	75048	1	1	15000	2700	17700	17700	0	0	0	0	0	0	0	0	0	2026-08-13	9	0	0	0	0	0	0	6	1	17700	6	5	83.33	0.17	0	7	75048	1	17700	0	0
VENDOR_UNBILLED	VENDA000653	ASHOK DIWAN TRADING CO [EXTERNAL]	6	31	31	216420	1980	218400	1	1	12600	0	12600	12600	0	0	0	0	0	0	0	0	0	2026-08-13	9	0	0	0	0	0	0	30	1	12600	30	29	96.67	0.07	0	31	218400	1	12600	0	0
VENDOR_UNBILLED	VENDA000874	SHIVAM CHEMICALS [EXTERNAL]	6	2	11	12108.7	2179.57	14288.27	1	9	10618.7	1911.37	12530.07	12530.07	0	0	0	0	0	0	0	0	0	2026-08-19	3	0	0	0	0	0	0	1	1	12530.07	1	1	100	0	0	2	14288.27	1	12530.07	0	0
VENDOR_UNBILLED	VENDA001750	VERTEX SCIENTIFIC INCORPORATION [EXTERNAL]	6	1	1	11500	575	12075	1	1	11500	575	12075	12075	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	0	0	0	0	1	12075	0	0	NULL	NULL	NULL	1	12075	1	12075	0	0
VENDOR_UNBILLED	VENDA000472	MEDIA GRAPHIC PRINTS VEND [EXTERNAL]	6	127	414	743484.13	133827.14	877311.27	2	8	8616	1550.88	10166.88	10166.88	0	0	0	0	0	0	0	0	0	2026-08-08	14	0	0	0	1	1	8614	124	3	18780.88	124	118	95.16	0.44	0	127	877311.27	2	10166.88	0	0
WAREHOUSE	BH-GJ	BH-GJ	7	839	846	5116102905.74	227298165.92	5343401071.66	6	6	35132880	1756644	36889524	36889524	0	0	0	0	0	0	0	0	0	2026-08-19	3	0	0	0	0	0	0	833	6	36889524	NULL	NULL	NULL	NULL	NULL	838	5339370339.53	6	36889524	0	0
WAREHOUSE	BH-CRUDE	BH-CRUDE	7	46	46	982183782.71	3149622.25	985333404.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	46	0	0	NULL	NULL	NULL	NULL	NULL	41	984241649.96	0	0	0	0
WAREHOUSE	BH-PM	BH-PM	7	2501	5577	372673000.18	61272631.32	433945631.5	90	189	17356118.35	2831304.54	20187422.9	20035035.65	0	146566.35	0	300.9	5520	3	5820.9	0	0	2024-10-28	663	9	12	436188.98	3	3	594165.12	2401	100	21092425.88	NULL	NULL	NULL	NULL	NULL	2492	433505542.52	90	20187422.9	3	5820.9
WAREHOUSE	PB-ST	PB-ST	7	289	1151	299949277.09	15009178.32	314958455.41	1	1	1800	216	2016	0	0	0	0	0	2016	1	2016	0	0	2025-08-04	383	0	0	0	0	0	0	288	1	2016	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	BH-EX	BH-EX	7	11	19	124978888.26	3141193.94	128120082.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	11	0	0	NULL	NULL	NULL	NULL	NULL	11	128120082.2	0	0	0	0
WAREHOUSE	BH-FA	BH-FA	7	1875	4563	93359855.75	8876363.02	102236218.77	112	225	5791087.91	137062.56	5928150.47	5172076.67	687988.27	0	9863.53	43680	14542	12	68085.53	0	0	2025-03-25	515	32	81	1941555.02	0	0	0	1731	144	7869705.49	NULL	NULL	NULL	NULL	NULL	1875	102236218.77	112	5928150.47	12	68085.53
WAREHOUSE	PB-SP	PB-SP	7	106	417	90906365.13	4546343.43	95452708.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	106	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	DL-FG	DL-FG	7	94	406	81158066.26	4468885.77	85626952.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	94	0	0	NULL	NULL	NULL	NULL	NULL	6	661563.9	0	0	0	0
WAREHOUSE	(none)	(none)	7	3870	6044	58612122.2	4438477.09	63050599.29	97	178	1567228.65	106343.02	1673571.67	670153.83	499353.51	360789.79	77920.67	56528.89	8824.97	18	143274.54	178	1673571.67	2025-04-23	486	85	101	989695.5	0	0	0	3717	153	2644562.93	NULL	NULL	NULL	NULL	NULL	3870	63050599.29	97	1673571.67	18	143274.54
WAREHOUSE	PB-JP	PB-JP	7	53	188	58160132.63	2920981.54	61081114.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	53	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	BH-VA	BH-VA	7	18	19	56089820.09	2804491	58894311.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	18	0	0	NULL	NULL	NULL	NULL	NULL	18	58894311.09	0	0	0	0
WAREHOUSE	GP-PM	GP-PM	7	203	404	39934172.59	6773722.34	46707894.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	203	0	0	NULL	NULL	NULL	NULL	NULL	203	46707894.93	0	0	0	0
WAREHOUSE	BH-OT	BH-OT	7	11	11	43459512	2172975.6	45632487.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	11	0	0	NULL	NULL	NULL	NULL	NULL	11	45632487.6	0	0	0	0
WAREHOUSE	BH-FG	BH-FG	7	106	334	36280107	2602061.59	38882168.6	1	1	67320	3366	70686	0	0	0	0	70686	0	1	70686	0	0	2025-10-13	313	5	8	201577.62	0	0	0	100	6	272263.62	NULL	NULL	NULL	NULL	NULL	54	18006255.86	1	70686	1	70686
WAREHOUSE	BH-PC	BH-PC	7	13	38	13278234.42	1365985.4	14644219.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	3	28	2135853.99	0	0	0	10	3	2135853.99	NULL	NULL	NULL	NULL	NULL	10	12508365.82	0	0	0	0
WAREHOUSE	BH-LR	BH-LR	7	7	23	11769997.66	623696.59	12393694.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	7	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	BH-PP	BH-PP	7	14	14	9659565	1145785.16	10805350.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	14	0	0	NULL	NULL	NULL	NULL	NULL	13	10746523.9	0	0	0	0
WAREHOUSE	DL-PS	DL-PS	7	19	143	8933133.62	605289.7	9538423.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	19	0	0	NULL	NULL	NULL	NULL	NULL	1	3791.34	0	0	0	0
WAREHOUSE	DL-FA	DL-FA	7	366	2029	6776800.5	739754.73	7516555.23	7	50	49007.75	2664.32	51672.07	46013.99	0	0	5658.08	0	0	2	5658.08	0	0	2026-04-13	131	1	1	22484.9	0	0	0	358	8	74156.97	NULL	NULL	NULL	NULL	NULL	365	7513385.32	7	51672.07	2	5658.08
WAREHOUSE	BH-GR	BH-GR	7	141	385	7016012.19	390739.25	7406751.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	1	39	35098.53	0	0	0	140	1	35098.53	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	BH-FU	BH-FU	7	4	5	5456611.57	272830.49	5729442.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	4	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	DL-EC	DL-EC	7	35	102	923582.68	134131.68	1057714.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	35	0	0	NULL	NULL	NULL	NULL	NULL	35	1057714.36	0	0	0	0
WAREHOUSE	BH-BS	BH-BS	7	8	34	681312.84	119614.57	800927.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	3	26	101023.6	0	0	0	5	3	101023.6	NULL	NULL	NULL	NULL	NULL	5	699903.81	0	0	0	0
WAREHOUSE	BH-PS	BH-PS	7	2	2	397599.04	19880	417479.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	NULL	NULL	NULL	NULL	NULL	1	108150	0	0	0	0
WAREHOUSE	DL-J3	DL-J3	7	5	18	309273.59	24267.32	333540.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	5	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	GP-FA	GP-FA	7	19	44	291588.11	41685.66	333273.77	1	1	649	0	649	649	0	0	0	0	0	0	0	0	0	2026-08-13	9	1	7	31877.7	0	0	0	17	2	32526.7	NULL	NULL	NULL	NULL	NULL	19	333273.77	1	649	0	0
WAREHOUSE	DL-POP	DL-POP	7	5	14	204130	29187	233317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	1	6	0	0	0	0	4	1	0	NULL	NULL	NULL	NULL	NULL	5	233317	0	0	0	0
WAREHOUSE	BH-SC	BH-SC	7	3	6	163630	18971.73	182601.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	3	0	0	NULL	NULL	NULL	NULL	NULL	3	182601.73	0	0	0	0
WAREHOUSE	BH-EC	BH-EC	7	2	6	91203.7	10944.44	102148.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	2	0	0	NULL	NULL	NULL	NULL	NULL	2	102148.14	0	0	0	0
WAREHOUSE	BH-NM	BH-NM	7	1	14	88763.12	7237.3	96000.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	1	14	96000.42	0	0	0	0	1	96000.42	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	PB-SG	PB-SG	7	1	1	1815.95	90.8	1906.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
WAREHOUSE	PB-RG	PB-RG	7	1	1	127.39	6.37	133.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	1	0	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0
