FAM_KEY	TN_SAMPLE	YM	DISP_DOCS	DISP_VAL_L	EXT_DISP_VAL_L	LR_PCT	VEH_PCT	VARIANTS	VENDOR_NAME	FRT_DOCS	FRT_SPEND_L	FRT_PCT_OF_DISP
BABAMIRCHINATHTRANSPORTCO	BABA MIRCHI NATH TRANSPORT CO	2024-11	62	617.17	370.35	100	59.7	1	BABA MIRCHI NATH TRANSPORT CO	NULL	NULL	NULL
BABAMIRCHINATHTRANSPORTCO	BABA MIRCHI NATH TRANSPORT CO	2024-12	1	22.75	22.75	100	100	1	BABA MIRCHI NATH TRANSPORT CO	NULL	NULL	NULL
SONEPATGOODS	SONEPAT GOODS CARRIER	2024-10	6	68.76	33.39	66.7	100	2	SONEPAT GOODS CARRIER	3	1.61	2.3
SONEPATGOODS	SONEPAT GOODS CARRIER	2024-11	1	12.96	12.96	0	100	1	SONEPAT GOODS CARRIER	1	0.25	2
SONEPATGOODS	SONEPAT GOODS CARRIER	2024-12	3	193.24	14.65	100	100	1	SONEPAT GOODS CARRIER	6	4.3	2.2
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-01	3	33.15	6.67	100	100	1	SONEPAT GOODS CARRIER	1	0.57	1.7
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-02	1	17.59	17.59	100	100	1	SONEPAT GOODS CARRIER	1	0.63	3.6
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-03	11	89.58	62.34	100	100	1	SONEPAT GOODS CARRIER	3	1.64	1.8
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-04	9	125.67	65.78	100	100	2	SONEPAT GOODS CARRIER	1	0.44	0.3
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-05	6	95.83	77.27	100	100	2	SONEPAT GOODS CARRIER	1	1.16	1.2
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-06	3	43.05	29.41	100	100	2	SONEPAT GOODS CARRIER	1	1.11	2.6
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-07	13	134.9	70.17	100	100	2	SONEPAT GOODS CARRIER	1	0.57	0.4
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-08	14	122.65	62.9	100	100	2	SONEPAT GOODS CARRIER	2	1.58	1.3
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-09	5	33.81	0	100	100	1	SONEPAT GOODS CARRIER	1	0.69	2
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-10	12	74.12	26.41	100	100	2	SONEPAT GOODS CARRIER	1	0.56	0.8
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-11	4	29.54	0	100	100	2	SONEPAT GOODS CARRIER	NULL	NULL	NULL
SONEPATGOODS	SONEPAT GOODS CARRIER	2025-12	3	17.63	0.15	100	100	1	SONEPAT GOODS CARRIER	2	1.32	7.5
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2024-11	1	7.07	0	100	100	1	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2024-12	10	117.97	0	0	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2025-01	10	192.98	0	10	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2025-02	10	181.05	0	10	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2025-03	21	276.35	0	100	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2025-04	13	259.08	0	100	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	NULL	NULL	NULL
TRUEXLOGISTICS	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	2025-05	2	25.62	0	100	100	2	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	1	0.15	0.6
CHOUDHARYEARTHMOVERS	CHOUDHARY EARTH MOVERS	2024-10	15	249.57	177.32	100	53.3	1	CHOUDHARY EARTH MOVERS	NULL	NULL	NULL
CHOUDHARYEARTHMOVERS	CHOUDHARY EARTH MOVERS	2024-11	59	664.55	491.62	100	52.5	1	CHOUDHARY EARTH MOVERS	NULL	NULL	NULL
CHOUDHARYEARTHMOVERS	CHOUDHARY EARTH MOVERS	2024-12	15	104.26	24.33	100	73.3	1	CHOUDHARY EARTH MOVERS	2	0.07	0.1
RCMLOGISTIC	RCM Logistics	2025-10	6	75.2	65	100	100	1	RCM LOGISTICS	NULL	NULL	NULL
