ROW_KIND	DOC_ENTRY	DOC_NUM	DOC_DATE	DOC_MONTH	DAYS_OPEN	AGE_BUCKET	DOC_STATUS	CARD_CODE	CARD_NAME	VENDOR_GROUP	PARTY_CLASS	BRANCH_ID	BRANCH_NAME	WAREHOUSES	VENDOR_REF	PO_DOCNUMS	NUM_LINES	NUM_UNBILLED_LINES	NUM_ZEROQTY_UNBILLED_LINES	DOC_NET	DOC_GST	DOC_GROSS	OPEN_NET	OPEN_GST	OPEN_GROSS	HAS_AP_INVOICE	AP_INVOICE_COUNT	AP_INVOICE_DOCNUMS	AP_LAG_DAYS
UNBILLED	9587	2026078291	2026-07-03	2026-07	50	31-60	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7217	NULL	1	1	1	6303	0	6303	6303	315.15	6618.15	N	0	NULL	NULL
UNBILLED	9910	2026088074	2026-08-04	2026-08	18	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7284	NULL	1	1	1	6233	0	6233	6233	311.65	6544.65	N	0	NULL	NULL
UNBILLED	9637	2026078312	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1665	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9701	2026078345	2026-07-31	2026-07	22	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1703	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9797	2026088012	2026-08-01	2026-08	21	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1707	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9845	2026088039	2026-08-06	2026-08	16	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1736	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9853	2026088044	2026-08-07	2026-08	15	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1742	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9855	2026088045	2026-08-07	2026-08	15	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1743	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9860	2026088049	2026-08-07	2026-08	15	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1747	NULL	1	1	1	6167	0	6167	6167	308.35	6475.35	N	0	NULL	NULL
UNBILLED	9581	2026078289	2026-07-22	2026-07	31	31-60	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7213	NULL	1	1	1	6166	0	6166	6166	308.3	6474.3	N	0	NULL	NULL
