DOCNUM	DOCDATE	WHS	ITEMNAME	QTY	SRC
626080558	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	20.000000	INVOICE
626080558	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	10.000000	INVOICE
626080558	2026-08-26	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	160.000000	INVOICE
626080311	2026-08-11	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	40.000000	INVOICE
626080314	2026-08-11	BH-PF	REFINED OIL 15 LTR	6.000000	INVOICE
626080554	2026-08-26	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080555	2026-08-26	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080556	2026-08-26	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626080561	2026-08-26	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	1600.000000	INVOICE
626080351	2026-08-12	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1600.000000	INVOICE
626080352	2026-08-12	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1880.000000	INVOICE
626080353	2026-08-12	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	1200.000000	INVOICE
626080358	2026-08-13	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	400.000000	INVOICE
626080357	2026-08-13	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	1280.000000	INVOICE
626080357	2026-08-13	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	160.000000	INVOICE
626080298	2026-08-11	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	6000.000000	INVOICE
626080298	2026-08-11	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	300.000000	INVOICE
626080370	2026-08-17	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1000.000000	INVOICE
626080364	2026-08-13	BH-BT	COLD PRESS 1 LTR 20 PCS	200.000000	INVOICE
626080364	2026-08-13	BH-BT	COLD PRESS 5 LTR 4 PCS	80.000000	INVOICE
626080364	2026-08-13	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	80.000000	INVOICE
626080364	2026-08-13	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	20.000000	INVOICE
626080364	2026-08-13	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	100.000000	INVOICE
626080364	2026-08-13	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080364	2026-08-13	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	200.000000	INVOICE
626080364	2026-08-13	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	20.000000	INVOICE
626080364	2026-08-13	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	60.000000	INVOICE
626080364	2026-08-13	BH-BT	SOYABEAN OIL 5 LTR 4 PCS	20.000000	INVOICE
626080390	2026-08-18	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	200.000000	INVOICE
626080390	2026-08-18	BH-BT	COLD PRESS 5 LTR 4 PCS	40.000000	INVOICE
626080390	2026-08-18	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	160.000000	INVOICE
626080390	2026-08-18	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	20.000000	INVOICE
626080390	2026-08-18	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	100.000000	INVOICE
626080390	2026-08-18	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	20.000000	INVOICE
626080390	2026-08-18	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	40.000000	INVOICE
626080584	2026-08-27	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080585	2026-08-27	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080586	2026-08-27	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1600.000000	INVOICE
626080587	2026-08-27	BH-BT	COLD PRESS 5 LTR 4 PCS	1.000000	INVOICE
626080587	2026-08-27	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080588	2026-08-27	BH-PF	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	800.000000	INVOICE
626080588	2026-08-27	BH-PF	YELLOW MUSTARD OIL 1 LTR 16 PCS	3600.000000	INVOICE
626080589	2026-08-27	BH-PF	YELLOW MUSTARD OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080590	2026-08-27	BH-PF	SANO POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080518	2026-08-25	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	10000.000000	INVOICE
626080420	2026-08-19	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626080591	2026-08-27	BH-BT	COLD PRESS 5 LTR 4 PCS	2.000000	INVOICE
626080591	2026-08-27	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626080592	2026-08-27	BH-BT	SOYABEAN OIL 1 LTR 20 PCS	4.000000	INVOICE
626080593	2026-08-27	BH-BT	COLD PRESS 1 LTR 20 PCS	4.000000	INVOICE
626080594	2026-08-27	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080601	2026-08-27	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1.000000	INVOICE
626080603	2026-08-27	BH-BT	RICE BRAN OIL 1 LTR 16 PCS	1.000000	INVOICE
626080608	2026-08-27	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	134.000000	INVOICE
626080599	2026-08-27	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	250.000000	INVOICE
626080579	2026-08-26	BH-PF	SOYABEAN OIL 13 KGS TIN IMPORTED PCS	41.000000	INVOICE
626080580	2026-08-26	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626080580	2026-08-26	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	600.000000	INVOICE
626080581	2026-08-26	BH-PF	SOYABEAN OIL 13 KGS (B)	58.000000	INVOICE
626080565	2026-08-26	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1800.000000	INVOICE
626080582	2026-08-26	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	400.000000	INVOICE
626080582	2026-08-26	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	160.000000	INVOICE
626080582	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	768.000000	INVOICE
626080582	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	32.000000	INVOICE
626080582	2026-08-26	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	800.000000	INVOICE
626080582	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626080582	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	50.000000	INVOICE
626080582	2026-08-26	BH-BT	RICE BRAN OIL 5 LTR 4 PCS	20.000000	INVOICE
626080539	2026-08-25	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	1980.000000	INVOICE
626080576	2026-08-26	BH-PF	EXTRA LIGHT OLIVE 200 LTR 1 PCS	50.000000	INVOICE
626080577	2026-08-26	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1.000000	INVOICE
626080568	2026-08-26	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	600.000000	INVOICE
626080568	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	400.000000	INVOICE
626080568	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	20.000000	INVOICE
626080568	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	320.000000	INVOICE
626080573	2026-08-26	BH-PF	REFINED OIL 1 LTR POUCH 12 PCS	420.000000	INVOICE
626080564	2026-08-26	BH-PF	REFINED OIL 1 LTR POUCH 12 PCS	240.000000	INVOICE
626080597	2026-08-27	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	5.000000	INVOICE
626080597	2026-08-27	BH-PF	SOYABEAN OIL 1 LTR POUCH 12 PCS	600.000000	INVOICE
626080597	2026-08-27	BH-PF	MUSTARD KACHI GHANI 15 KGS	5.000000	INVOICE
626080595	2026-08-27	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080595	2026-08-27	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	40.000000	INVOICE
626080595	2026-08-27	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	500.000000	INVOICE
626080595	2026-08-27	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626080563	2026-08-26	BH-PF	REFINED OIL 1 LTR POUCH 12 PCS	360.000000	INVOICE
626080606	2026-08-27	BH-BT	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	80.000000	INVOICE
626080606	2026-08-27	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	20.000000	INVOICE
626080606	2026-08-27	BH-BT	COLD PRESS 3 LTR 6 PCS	894.000000	INVOICE
626080606	2026-08-27	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	894.000000	INVOICE
626080600	2026-08-27	BH-PF	COLD PRESS SUNFLOWER OIL 15 LTR	50.000000	INVOICE
626080560	2026-08-26	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080560	2026-08-26	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626080560	2026-08-26	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	200.000000	INVOICE
626080560	2026-08-26	BH-BT	POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080560	2026-08-26	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	700.000000	INVOICE
626080560	2026-08-26	BH-BT	COLD PRESS 5 LTR 4 PCS	480.000000	INVOICE
626080560	2026-08-26	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	2400.000000	INVOICE
626080560	2026-08-26	BH-BT	COLD PRESS 1 LTR 20 PCS	2600.000000	INVOICE
626080566	2026-08-26	BH-BT	SANO MUSTARD OIL 1 LTR 20 PCS	2000.000000	INVOICE
626080575	2026-08-26	BH-PF	SOYABEAN OIL 750 GMS 12 PCS POUCH	11340.000000	INVOICE
626080431	2026-08-20	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1800.000000	INVOICE
626080610	2026-08-29	BH-BT	COLD PRESS 5 LTR 4 PCS	140.000000	INVOICE
626080610	2026-08-29	BH-BT	COLD PRESS 1 LTR 20 PCS	3900.000000	INVOICE
626080610	2026-08-29	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	130.000000	INVOICE
626080610	2026-08-29	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	500.000000	INVOICE
626080610	2026-08-29	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	400.000000	INVOICE
626080538	2026-08-25	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	400.000000	INVOICE
626080538	2026-08-25	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	400.000000	INVOICE
626080538	2026-08-25	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	160.000000	INVOICE
626080538	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	200.000000	INVOICE
626080538	2026-08-25	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	10.000000	INVOICE
626080611	2026-08-29	BH-PF	REFINED OIL 15 LTR	130.000000	INVOICE
626080611	2026-08-29	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	1180.000000	INVOICE
626080612	2026-08-29	BH-BT	COLD PRESS 5 LTR 4 PCS	1200.000000	INVOICE
626080612	2026-08-29	BH-BT	COLD PRESS 1 LTR 20 PCS	7280.000000	INVOICE
626080612	2026-08-29	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	320.000000	INVOICE
626080612	2026-08-29	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080612	2026-08-29	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	208.000000	INVOICE
626080612	2026-08-29	BH-BT	POMACE OLIVE 1 LTR 16 PCS	240.000000	INVOICE
626080612	2026-08-29	BH-BT	POMACE OLIVE 5 LTR TIN 4 PCS	20.000000	INVOICE
626080612	2026-08-29	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	560.000000	INVOICE
626080612	2026-08-29	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	100.000000	INVOICE
626080613	2026-08-29	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080614	2026-08-29	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080615	2026-08-29	BH-PF	SANO POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080616	2026-08-29	BH-PF	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	3990.000000	INVOICE
626080616	2026-08-29	BH-PF	MUSTARD KACHI GHANI 200 ML 70 PCS	8120.000000	INVOICE
626080616	2026-08-29	BH-PF	YELLOW MUSTARD OIL 1 LTR 16 PCS	2880.000000	INVOICE
626080617	2026-08-29	BH-PF	YELLOW MUSTARD OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080501	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 1 LTR 20 PCS	2000.000000	INVOICE
626080501	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 2 LTR 10 PCS	1000.000000	INVOICE
626080501	2026-08-24	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080605	2026-08-27	BH-PF	SOYABEAN OIL 700 GMS POUCH 12 PCS	4200.000000	INVOICE
626080602	2026-08-27	BH-BT	MUSTARD PAKKI GHANI 2 LTR 10 PCS	500.000000	INVOICE
626080602	2026-08-27	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626080604	2026-08-27	BH-PF	SANO POMACE OLIVE OIL 15 L	588.000000	INVOICE
626080619	2026-08-29	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080620	2026-08-29	BH-PF	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080540	2026-08-25	BH-BT	COLD PRESS 5 LTR 4 PCS	672.000000	INVOICE
626080540	2026-08-25	BH-BT	COLD PRESS 1 LTR 20 PCS	6000.000000	INVOICE
626080540	2026-08-25	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1120.000000	INVOICE
626080540	2026-08-25	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080540	2026-08-25	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626080540	2026-08-25	BH-BT	POMACE OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080621	2026-08-29	BH-BT	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	128.000000	INVOICE
626080622	2026-08-29	BH-PF	SOYABEAN OIL 750 GMS 12 PCS POUCH	10008.000000	INVOICE
626080623	2026-08-29	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626080623	2026-08-29	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	100.000000	INVOICE
626080623	2026-08-29	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	100.000000	INVOICE
626080623	2026-08-29	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	25.000000	INVOICE
626080623	2026-08-29	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1600.000000	INVOICE
626080623	2026-08-29	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	200.000000	INVOICE
626080623	2026-08-29	BH-BT	SESAME OIL 1 LTR 20 PCS	100.000000	INVOICE
626080624	2026-08-29	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	1320.000000	INVOICE
626080625	2026-08-29	BH-PF	SESAME OIL 1 LTR 16 PCS	7200.000000	INVOICE
626080626	2026-08-29	BH-PF	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080627	2026-08-29	BH-PF	POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080628	2026-08-29	BH-BT	KIRPA DESI GHEE 500 MLS 16 PCS	160.000000	INVOICE
626080628	2026-08-29	BH-BT	COLD PRESS 5 LTR 4 PCS	80.000000	INVOICE
626080628	2026-08-29	BH-BT	COLD PRESS 1 LTR 20 PCS	100.000000	INVOICE
626080628	2026-08-29	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	20.000000	INVOICE
626080628	2026-08-29	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	40.000000	INVOICE
626080628	2026-08-29	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	160.000000	INVOICE
626080628	2026-08-29	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	20.000000	INVOICE
626080628	2026-08-29	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	32.000000	INVOICE
626080628	2026-08-29	BH-BT	JIVO GOLD 5 LTR 4 PCS	20.000000	INVOICE
626080628	2026-08-29	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	20.000000	INVOICE
626080628	2026-08-29	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	100.000000	INVOICE
626080628	2026-08-29	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	100.000000	INVOICE
626080628	2026-08-29	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626080628	2026-08-29	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	400.000000	INVOICE
626080628	2026-08-29	BH-BT	SO OLIVE OIL 1 LTR 16 PCS	32.000000	INVOICE
626080618	2026-08-29	BH-PF	REFINED OIL 15 LTR	10.000000	INVOICE
626080629	2026-08-29	BH-PF	POMACE OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626080630	2026-08-29	BH-PF	EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE	4000.000000	INVOICE
626080631	2026-08-29	BH-PF	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080632	2026-08-29	BH-PF	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080633	2026-08-29	BH-PF	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626080520	2026-08-25	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	3200.000000	INVOICE
626080520	2026-08-25	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	1600.000000	INVOICE
626080520	2026-08-25	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	393.000000	INVOICE
626080609	2026-08-29	BH-PF	SANO POMACE OLIVE 200 LTR 1 PCS	10.000000	INVOICE
626080634	2026-08-30	BH-BT	MUSTARD KACCHI GHANI 2 LTR 10 PCS	1.000000	INVOICE
826676507	2026-08-01	BH-BT	COLD PRESS 1 LTR 24 PCS	54.000000	TRANSFER
826676507	2026-08-01	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1149.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS	2.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	48.000000	TRANSFER
826676507	2026-08-01	BH-BT	JIVO GOLD 5 LTR 4 PCS	35.000000	TRANSFER
826676507	2026-08-01	BH-BT	MUSTARD PAKKI GHANI 5 LTR 4 PCS	4.000000	TRANSFER
826676507	2026-08-01	BH-BT	REFINED OIL 1 LTR POUCH 12 PCS	2.000000	TRANSFER
826676507	2026-08-01	BH-BT	REFINED OIL 15 LTR	50.000000	TRANSFER
826676507	2026-08-01	BH-BT	RICE BRAN OIL 5 LTR 4 PCS	104.000000	TRANSFER
826676507	2026-08-01	BH-BT	SANO CANOLA OIL 1 LTR 20 PCS	18.000000	TRANSFER
826676507	2026-08-01	BH-BT	SO OLIVE OIL 5 LTR 4 PCS	95.000000	TRANSFER
826676507	2026-08-01	BH-BT	SOYABEAN OIL 1 LTR POUCH 12 PCS	1526.000000	TRANSFER
826676507	2026-08-01	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	63.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS	58.000000	TRANSFER
826676507	2026-08-01	BH-BT	COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED PLAIN	30.000000	TRANSFER
826676507	2026-08-01	BH-BT	COLD PRESSED SUNFLOWER OIL 2 LTR 10 PCS HANDLE	39.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA LIGHT OLIVE 3 LTR TIN 2 PCS	79.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	9.000000	TRANSFER
826676507	2026-08-01	BH-BT	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	11.000000	TRANSFER
826676507	2026-08-01	BH-BT	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	4.000000	TRANSFER
826676507	2026-08-01	BH-BT	MINIATURE OLIVE 100 MLS 24 PCS	192.000000	TRANSFER
826676507	2026-08-01	BH-BT	POMACE OLIVE 1 LTR 16 PCS	686.000000	TRANSFER
826676507	2026-08-01	BH-BT	SANO POMACE OLIVE 1 LTR 16 PCS	12.000000	TRANSFER
826676507	2026-08-01	BH-BT	SANO POMACE OLIVE 5 LTR TIN 4 PCS	4.000000	TRANSFER
826676507	2026-08-01	BH-BT	SO OLIVE OIL 1 LTR 16 PCS	8.000000	TRANSFER
826676528	2026-08-01	BH-BT	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	2890.000000	TRANSFER
826676528	2026-08-01	BH-BT	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	13.000000	TRANSFER
826676528	2026-08-01	BH-BT	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	413.000000	TRANSFER
826676528	2026-08-01	BH-BT	COLD PRESS SUNFLOWER 5 LTR 4 PCS	91.000000	TRANSFER
826676528	2026-08-01	BH-BT	EXTRA LIGHT OLIVE 1 LTR 16 PCS	524.000000	TRANSFER
826676528	2026-08-01	BH-BT	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	285.000000	TRANSFER
826676528	2026-08-01	BH-BT	EXTRA LIGHT OLIVE 500 MLS 24 PCS	49.000000	TRANSFER
826676528	2026-08-01	BH-BT	EXTRA VIRGIN 2 LTR 10 PCS HANDLE	100.000000	TRANSFER
826676528	2026-08-01	BH-BT	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	12.000000	TRANSFER
826676528	2026-08-01	BH-BT	MUSTARD KACCHI GHANI 5 LTR 4 PCS	378.000000	TRANSFER
826676528	2026-08-01	BH-BT	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	656.000000	TRANSFER
826676528	2026-08-01	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	343.000000	TRANSFER
826676528	2026-08-01	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	1036.000000	TRANSFER
826676528	2026-08-01	BH-BT	POMACE OLIVE 3 LTR TIN 2 PCS	4.000000	TRANSFER
826676528	2026-08-01	BH-BT	POMACE OLIVE 5 LTR TIN 4 PCS	187.000000	TRANSFER
826676528	2026-08-01	BH-BT	POMACE OLIVE 500 MLS 24 PCS	66.000000	TRANSFER
826676528	2026-08-01	BH-BT	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	4.000000	TRANSFER
826676539	2026-08-03	BH-PF	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	576.000000	TRANSFER
826676539	2026-08-03	BH-PF	EXTRA VIRGIN OLIVE 500 MLS 24 PCS	15.000000	TRANSFER
826676539	2026-08-03	BH-PF	RICE BRAN OIL 5 LTR 4 PCS	4.000000	TRANSFER
826676539	2026-08-03	BH-PF	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	80.000000	TRANSFER
826676541	2026-08-03	BH-BT	REFINED OIL 1000 MLS	43.000000	TRANSFER
826676541	2026-08-03	BH-BT	REFINED OIL 5 LTR	239.000000	TRANSFER
826676541	2026-08-03	BH-BT	REFINED OIL 2 LTR	109.000000	TRANSFER
826676541	2026-08-03	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	265.000000	TRANSFER
826676552	2026-08-03	BH-BT	COLD PRESS SUNFLOWER 1 LTR 20 PCS	800.000000	TRANSFER
826676562	2026-08-04	BH-BT	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	97.000000	TRANSFER
826676562	2026-08-04	BH-BT	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	40.000000	TRANSFER
826676562	2026-08-04	BH-BT	JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD )	1.000000	TRANSFER
826676562	2026-08-04	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	15.000000	TRANSFER
826676562	2026-08-04	BH-BT	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	3.000000	TRANSFER
826676562	2026-08-04	BH-BT	MUSTARD OIL 100 MLS 20 PCS(CSD)	12.000000	TRANSFER
826676562	2026-08-04	BH-BT	REFINED OIL 1000 MLS	86.000000	TRANSFER
826676562	2026-08-04	BH-BT	REFINED OIL 2 LTR	168.000000	TRANSFER
826676562	2026-08-04	BH-BT	REFINED OIL 5 LTR	78.000000	TRANSFER
826676564	2026-08-04	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	2700.000000	TRANSFER
826676572	2026-08-04	BH-BT	YELLOW MUSTARD OIL 1 LTR 20 PCS	690.000000	TRANSFER
826676572	2026-08-04	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	6300.000000	TRANSFER
826676573	2026-08-05	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	320.000000	TRANSFER
826676573	2026-08-05	BH-BT	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	380.000000	TRANSFER
826676580	2026-08-05	BH-BT	MUSTARD KACHI GHANI 1 LTR 20 PCS	4680.000000	TRANSFER
826676580	2026-08-05	BH-BT	SANO MUSTARD OIL 1 LTR 20 PCS	9260.000000	TRANSFER
826676582	2026-08-05	BH-BT	DESI GHEE A2 500 MLS 16 PCS	1067.000000	TRANSFER
826676582	2026-08-05	BH-BT	DESI GHEE A2 1 LTR 9 PCS	107.000000	TRANSFER
