WHS	ITEMCODE	D	MV
BH-PF	FG0000011	2026-07-31	572.000000
BH-BT	FG0000306	2026-07-31	-1127.000000
BH-BT	FG0000011	2026-07-31	-700.000000
BH-PF	FG0000275	2026-07-31	675.000000
BH-PF	FG0000032	2026-07-31	520.000000
BH-BT	FG0000374	2026-07-31	-440.000000
BH-BT	FG0000008	2026-07-31	-4384.000000
BH-BT	FG0000088	2026-07-31	-4589.000000
BH-BT	FG0000004	2026-07-31	-6922.000000
BH-BT	FG0000142	2026-07-31	-8384.000000
BH-BT	FG0000005	2026-07-31	-12801.000000
BH-PF	FG0000306	2026-07-31	-3600.000000
BH-PF	FG0000422	2026-07-31	-16460.000000
BH-BT	FG0000032	2026-07-31	-13925.000000
BH-BT	FG0000407	2026-07-31	-14000.000000
BH-BT	FG0000038	2026-07-31	-600.000000
BH-BT	FG0000064	2026-07-31	-400.000000
BH-BT	FG0000114	2026-07-31	-20.000000
BH-BT	FG0000028	2026-07-31	-11680.000000
BH-BT	FG0000042	2026-07-31	-7186.000000
BH-BT	FG0000009	2026-07-31	-5066.000000
BH-BT	FG0000150	2026-07-31	-14000.000000
BH-BT	FG0000033	2026-07-31	-3190.000000
BH-BT	FG0000081	2026-07-31	-12400.000000
BH-PF	FG0000383	2026-07-31	-110.000000
BH-BT	FG0000227	2026-07-31	-1280.000000
BH-BT	FG0000151	2026-07-31	-1400.000000
BH-PF	FG0000074	2026-07-31	-624.000000
BH-BT	FG0000074	2026-07-31	168.000000
BH-BT	FG0000379	2026-07-31	-2.000000
BH-PF	FG0000015	2026-07-31	125.000000
BH-PF	FG0000328	2026-07-31	0.000000
BH-PF	FG0000178	2026-07-31	-18.000000
BH-PF	FG0000299	2026-07-31	-1200.000000
BH-PF	FG0000043	2026-07-31	0.000000
BH-BT	FG0000053	2026-07-31	-120.000000
BH-PF	FG0000070	2026-07-31	-514.000000
BH-BT	FG0000070	2026-07-31	0.000000
BH-BT	FG0000043	2026-07-31	20.000000
BH-BT	FG0000143	2026-07-31	-344.000000
BH-PF	FG0000106	2026-07-31	-18600.000000
BH-PF	FG0000359	2026-07-31	-24000.000000
BH-PF	FG0000194	2026-07-31	-1200.000000
BH-PF	FG0000028	2026-07-31	160.000000
BH-PF	FG0000042	2026-07-31	-416.000000
BH-PF	FG0000155	2026-07-31	-400.000000
BH-BT	FG0000047	2026-07-31	-238.000000
BH-PF	FG0000024	2026-07-30	6.000000
BH-PF	FG0000024	2026-08-01	-54.000000
BH-PF	FG0000104	2026-08-01	0.000000
BH-PF	FG0000232	2026-08-01	-75.000000
BH-PF	FG0000282	2026-08-01	0.000000
BH-BT	FG0000024	2026-08-01	54.000000
BH-PF	FG0000081	2026-08-01	-1149.000000
BH-BT	FG0000081	2026-08-01	1149.000000
BH-PF	FG0000116	2026-08-01	-2.000000
BH-BT	FG0000116	2026-08-01	2.000000
BH-PF	FG0000157	2026-08-01	-48.000000
BH-BT	FG0000157	2026-08-01	48.000000
BH-PF	FG0000128	2026-08-01	-35.000000
BH-BT	FG0000128	2026-08-01	35.000000
BH-PF	FG0000012	2026-08-01	-4.000000
BH-BT	FG0000012	2026-08-01	4.000000
BH-PF	FG0000021	2026-08-01	-2.000000
BH-BT	FG0000021	2026-08-01	2.000000
BH-PF	FG0000015	2026-08-01	-50.000000
BH-BT	FG0000015	2026-08-01	50.000000
BH-PF	FG0000226	2026-08-01	-104.000000
BH-BT	FG0000226	2026-08-01	104.000000
BH-PF	FG0000134	2026-08-01	-18.000000
BH-BT	FG0000134	2026-08-01	18.000000
BH-BT	FG0000232	2026-08-01	95.000000
BH-PF	FG0000194	2026-08-01	-1526.000000
BH-BT	FG0000194	2026-08-01	1526.000000
BH-PF	FG0000306	2026-08-01	-63.000000
BH-BT	FG0000306	2026-08-01	63.000000
BH-BT	FG0000282	2026-08-01	58.000000
BH-PF	FG0000069	2026-08-01	-30.000000
BH-BT	FG0000069	2026-08-01	30.000000
BH-PF	FG0000133	2026-08-01	-39.000000
BH-BT	FG0000133	2026-08-01	39.000000
BH-PF	FG0000370	2026-08-01	-79.000000
BH-BT	FG0000370	2026-08-01	79.000000
BH-BT	FG0000104	2026-08-01	9.000000
BH-PF	FG0000042	2026-08-01	-11.000000
BH-BT	FG0000042	2026-08-01	11.000000
BH-PF	FG0000389	2026-08-01	-4.000000
BH-BT	FG0000389	2026-08-01	4.000000
BH-PF	FG0000014	2026-08-01	-192.000000
BH-BT	FG0000014	2026-08-01	192.000000
BH-PF	FG0000028	2026-08-01	5074.000000
BH-BT	FG0000028	2026-08-01	686.000000
BH-PF	FG0000150	2026-08-01	-12.000000
BH-BT	FG0000150	2026-08-01	12.000000
BH-PF	FG0000151	2026-08-01	-4.000000
BH-BT	FG0000151	2026-08-01	4.000000
BH-PF	FG0000228	2026-08-01	-8.000000
BH-BT	FG0000228	2026-08-01	8.000000
BH-PF	FG0000143	2026-08-01	-390.000000
BH-PF	FG0000418	2026-08-01	0.000000
BH-PF	FG0000045	2026-08-01	-65.000000
BH-PF	FG0000106	2026-08-01	-3.000000
BH-PF	FG0000009	2026-08-01	-98.000000
BH-PF	FG0000030	2026-08-01	-200.000000
BH-PF	FG0000372	2026-08-01	0.000000
BH-PF	FG0000441	2026-08-01	-2890.000000
BH-BT	FG0000441	2026-08-01	2890.000000
BH-PF	FG0000142	2026-08-01	-13.000000
BH-BT	FG0000142	2026-08-01	13.000000
BH-BT	FG0000143	2026-08-01	413.000000
BH-PF	FG0000053	2026-08-01	-91.000000
BH-BT	FG0000053	2026-08-01	91.000000
BH-PF	FG0000005	2026-08-01	-524.000000
BH-BT	FG0000005	2026-08-01	524.000000
BH-BT	FG0000009	2026-08-01	285.000000
BH-PF	FG0000039	2026-08-01	-49.000000
BH-BT	FG0000039	2026-08-01	49.000000
BH-PF	FG0000155	2026-08-01	-100.000000
BH-BT	FG0000155	2026-08-01	100.000000
BH-PF	FG0000074	2026-08-01	-12.000000
BH-BT	FG0000074	2026-08-01	12.000000
BH-PF	FG0000011	2026-08-01	-378.000000
BH-BT	FG0000011	2026-08-01	378.000000
BH-BT	FG0000106	2026-08-01	656.000000
BH-BT	FG0000030	2026-08-01	343.000000
BH-PF	FG0000379	2026-08-01	-1036.000000
BH-BT	FG0000379	2026-08-01	1036.000000
BH-BT	FG0000372	2026-08-01	4.000000
BH-PF	FG0000008	2026-08-01	-187.000000
BH-BT	FG0000008	2026-08-01	187.000000
BH-BT	FG0000045	2026-08-01	66.000000
BH-BT	FG0000418	2026-08-01	4.000000
BH-BT	FG0000032	2026-08-03	-20100.000000
BH-BT	FG0000151	2026-08-03	-1420.000000
BH-PF	FG0000142	2026-08-03	1648.000000
BH-BT	FG0000042	2026-08-03	-624.000000
BH-PF	FG0000042	2026-08-03	992.000000
BH-BT	FG0000161	2026-08-03	-15.000000
BH-PF	FG0000161	2026-08-03	15.000000
BH-BT	FG0000226	2026-08-03	-12.000000
BH-PF	FG0000226	2026-08-03	4.000000
BH-BT	FG0000407	2026-08-03	-80.000000
BH-PF	FG0000407	2026-08-03	80.000000
BH-PF	FG0000043	2026-08-03	48.000000
BH-PF	FG0000028	2026-08-03	-4320.000000
BH-PF	FG0000013	2026-08-03	0.000000
BH-PF	FG0000020	2026-08-03	0.000000
BH-PF	FG0000016	2026-08-03	0.000000
BH-BT	FG0000142	2026-08-03	-448.000000
BH-BT	FG0000227	2026-08-03	-320.000000
BH-BT	FG0000038	2026-08-03	-1100.000000
BH-BT	FG0000011	2026-08-03	-440.000000
BH-PF	FG0000299	2026-08-03	-2400.000000
BH-BT	FG0000013	2026-08-03	43.000000
BH-BT	FG0000020	2026-08-03	239.000000
BH-BT	FG0000016	2026-08-03	109.000000
BH-PF	FG0000105	2026-08-03	-265.000000
BH-BT	FG0000105	2026-08-03	265.000000
BH-PF	FG0000359	2026-08-03	-5400.000000
BH-BT	FG0000005	2026-08-03	-64.000000
BH-PF	FG0000032	2026-08-03	940.000000
BH-PF	FG0000082	2026-08-03	-23.000000
BH-PF	FG0000083	2026-08-03	-4.000000
BH-PF	FG0000318	2026-08-03	-152.000000
BH-PF	FG0000319	2026-08-03	-25.000000
BH-BT	FG0000379	2026-08-03	-1.000000
BH-BT	FG0000116	2026-08-03	-1.000000
BH-BT	FG0000053	2026-08-03	-28.000000
BH-BT	FG0000081	2026-08-03	-360.000000
BH-PF	FG0000275	2026-08-03	-110.000000
BH-PF	FG0000081	2026-08-03	-800.000000
BH-BT	FG0000306	2026-08-03	-100.000000
BH-BT	FG0000030	2026-08-03	-200.000000
BH-BT	FG0000418	2026-08-03	-100.000000
BH-BT	FG0000009	2026-08-03	-40.000000
BH-BT	FG0000004	2026-08-03	-40.000000
BH-BT	FG0000143	2026-08-03	-20.000000
BH-BT	FG0000319	2026-08-03	-80.000000
BH-BT	FG0000157	2026-08-03	-24.000000
BH-BT	FG0000150	2026-08-03	-48.000000
BH-BT	FG0000028	2026-08-03	-48.000000
BH-BT	FG0000008	2026-08-03	-12.000000
BH-BT	FG0000128	2026-08-03	-12.000000
BH-PF	FG0000150	2026-08-04	13040.000000
BH-PF	FG0000142	2026-08-04	-672.000000
BH-BT	FG0000081	2026-08-04	-40.000000
BH-BT	FG0000104	2026-08-04	97.000000
BH-BT	FG0000105	2026-08-04	40.000000
BH-BT	FG0000397	2026-08-04	1.000000
BH-BT	FG0000400	2026-08-04	15.000000
BH-BT	FG0000394	2026-08-04	3.000000
BH-BT	FG0000154	2026-08-04	12.000000
BH-BT	FG0000013	2026-08-04	86.000000
BH-BT	FG0000016	2026-08-04	168.000000
BH-BT	FG0000020	2026-08-04	78.000000
BH-BT	FG0000032	2026-08-04	-200.000000
BH-BT	FG0000028	2026-08-04	-2.000000
BH-BT	FG0000005	2026-08-04	-18.000000
BH-PF	FG0000030	2026-08-04	13680.000000
BH-BT	FG0000030	2026-08-04	4220.000000
BH-PF	FG0000157	2026-08-04	-1.000000
BH-BT	FG0000004	2026-08-04	-40.000000
BH-PF	FG0000359	2026-08-04	18600.000000
BH-PF	FG0000091	2026-08-04	4000.000000
BH-PF	FG0000444	2026-08-04	-1000.000000
BH-PF	FG0000306	2026-08-04	-690.000000
BH-BT	FG0000306	2026-08-04	690.000000
BH-PF	FG0000178	2026-08-04	-68.000000
BH-PF	FG0000299	2026-08-04	-6600.000000
BH-PF	FG0000389	2026-08-04	-1000.000000
BH-PF	FG0000227	2026-08-05	2192.000000
BH-PF	FG0000091	2026-08-05	-1380.000000
BH-PF	FG0000399	2026-08-05	0.000000
BH-PF	FG0000400	2026-08-05	0.000000
BH-BT	FG0000306	2026-08-05	-640.000000
BH-BT	FG0000030	2026-08-05	1080.000000
BH-BT	FG0000399	2026-08-05	320.000000
BH-BT	FG0000400	2026-08-05	380.000000
BH-BT	FG0000192	2026-08-05	-1.000000
BH-PF	FG0000030	2026-08-05	-13680.000000
BH-BT	FG0000011	2026-08-05	-102.000000
BH-BT	FG0000004	2026-08-05	0.000000
BH-BT	FG0000038	2026-08-05	-400.000000
BH-PF	FG0000150	2026-08-05	-7200.000000
BH-PF	SF0000001	2026-08-05	-1800.000000
BH-PF	FG0000297	2026-08-05	1639.000000
BH-PF	FG0000136	2026-08-05	-9260.000000
BH-BT	FG0000136	2026-08-05	-740.000000
BH-PF	FG0000032	2026-08-05	15640.000000
BH-PF	FG0000299	2026-08-05	9480.000000
BH-PF	FG0000359	2026-08-05	-6000.000000
BH-BT	FG0000418	2026-08-05	-2.000000
BH-PF	FG0000011	2026-08-05	1524.000000
BH-BT	FG0000082	2026-08-05	1067.000000
BH-BT	FG0000083	2026-08-05	107.000000
BH-BT	FG0000255	2026-08-05	480.000000
BH-BT	FG0000271	2026-08-05	8.000000
BH-BT	FG0000318	2026-08-05	116.000000
BH-BT	FG0000319	2026-08-05	25.000000
BH-PF	FG0000275	2026-08-05	1605.000000
BH-BT	FG0000032	2026-08-05	-10.000000
BH-PF	FG0000142	2026-08-06	1424.000000
BH-PF	FG0000396	2026-08-06	0.000000
BH-PF	FG0000394	2026-08-06	0.000000
BH-PF	FG0000398	2026-08-06	0.000000
BH-PF	FG0000154	2026-08-06	60.000000
BH-PF	FG0000395	2026-08-06	0.000000
BH-BT	FG0000396	2026-08-06	33.000000
BH-BT	FG0000394	2026-08-06	11.000000
BH-BT	FG0000398	2026-08-06	14.000000
BH-BT	FG0000395	2026-08-06	34.000000
BH-PF	FG0000081	2026-08-06	2040.000000
BH-BT	FG0000030	2026-08-06	-5162.000000
BH-BT	FG0000136	2026-08-06	-260.000000
BH-PF	FG0000136	2026-08-06	260.000000
BH-PF	FG0000030	2026-08-06	9340.000000
BH-PF	FG0000091	2026-08-06	-2120.000000
BH-PF	FG0000299	2026-08-06	15084.000000
BH-BT	FG0000142	2026-08-06	2368.000000
BH-BT	FG0000004	2026-08-06	-4.000000
BH-BT	FG0000081	2026-08-06	-200.000000
BH-BT	FG0000227	2026-08-06	-640.000000
BH-BT	FG0000028	2026-08-06	-160.000000
BH-BT	FG0000008	2026-08-06	-12.000000
BH-BT	FG0000005	2026-08-06	14240.000000
BH-BT	FG0000039	2026-08-06	-120.000000
BH-BT	FG0000042	2026-08-06	-105.000000
BH-BT	FG0000033	2026-08-06	-50.000000
BH-PF	FG0000043	2026-08-06	-48.000000
BH-PF	FG0000005	2026-08-06	9440.000000
BH-BT	FG0000032	2026-08-06	7997.000000
BH-PF	FG0000011	2026-08-06	-2000.000000
BH-BT	FG0000043	2026-08-06	3012.000000
BH-PF	FG0000053	2026-08-06	1160.000000
BH-PF	FG0000032	2026-08-06	-8000.000000
BH-BT	FG0000011	2026-08-06	-200.000000
BH-PF	FG0000324	2026-08-06	-3.000000
BH-PF	FG0000157	2026-08-06	-48.000000
BH-BT	FG0000157	2026-08-06	48.000000
BH-PF	FG0000116	2026-08-06	-80.000000
BH-BT	FG0000116	2026-08-06	80.000000
BH-PF	FG0000194	2026-08-06	-3000.000000
BH-PF	FG0000306	2026-08-06	0.000000
BH-PF	FG0000070	2026-08-06	0.000000
BH-BT	FG0000306	2026-08-06	8880.000000
BH-BT	FG0000070	2026-08-06	3170.000000
BH-PF	FG0000455	2026-08-07	660.000000
BH-PF	FG0000359	2026-08-07	744.000000
BH-PF	FG0000441	2026-08-07	-7820.000000
BH-PF	FG0000053	2026-08-07	-616.000000
BH-BT	FG0000032	2026-08-07	2400.000000
BH-BT	FG0000009	2026-08-07	296.000000
BH-BT	FG0000043	2026-08-07	-800.000000
BH-BT	FG0000005	2026-08-07	-1481.000000
BH-PF	FG0000397	2026-08-07	0.000000
BH-PF	FG0000154	2026-08-07	-60.000000
BH-PF	FG0000104	2026-08-07	0.000000
BH-PF	FG0000005	2026-08-07	-7200.000000
BH-PF	FG0000030	2026-08-07	-2780.000000
BH-BT	FG0000154	2026-08-07	120.000000
BH-BT	FG0000397	2026-08-07	29.000000
BH-BT	FG0000104	2026-08-07	197.000000
BH-PF	FG0000157	2026-08-07	-72.000000
BH-BT	FG0000157	2026-08-07	-48.000000
BH-BT	FG0000083	2026-08-07	-18.000000
BH-BT	FG0000116	2026-08-07	-80.000000
BH-PF	FG0000449	2026-08-07	-11270.000000
BH-BT	FG0000042	2026-08-07	-27.000000
BH-PF	FG0000004	2026-08-07	4444.000000
BH-PF	FG0000143	2026-08-07	888.000000
BH-BT	FG0000379	2026-08-07	-1000.000000
BH-BT	FG0000136	2026-08-07	1000.000000
BH-BT	FG0000011	2026-08-07	-144.000000
BH-PF	FG0000178	2026-08-07	-100.000000
BH-PF	FG0000142	2026-08-07	-720.000000
BH-PF	FG0000275	2026-08-07	-250.000000
BH-PF	FG0000398	2026-08-08	0.000000
BH-PF	FG0000011	2026-08-08	-492.000000
BH-PF	FG0000004	2026-08-08	-4516.000000
BH-BT	FG0000004	2026-08-08	3688.000000
BH-BT	FG0000398	2026-08-08	18.000000
BH-BT	FG0000011	2026-08-08	1851.000000
BH-PF	FG0000456	2026-08-08	7740.000000
BH-PF	FG0000299	2026-08-08	1200.000000
BH-PF	FG0000359	2026-08-08	10440.000000
BH-PF	FG0000030	2026-08-08	-2020.000000
BH-BT	FG0000306	2026-08-08	-255.000000
BH-PF	FG0000381	2026-08-08	495.000000
BH-BT	FG0000032	2026-08-08	1998.000000
BH-BT	FG0000161	2026-08-08	-1.000000
BH-PF	FG0000143	2026-08-08	400.000000
BH-BT	FG0000081	2026-08-08	-40.000000
BH-BT	FG0000015	2026-08-08	-20.000000
BH-BT	FG0000106	2026-08-08	-120.000000
BH-BT	FG0000194	2026-08-08	-120.000000
BH-PF	FG0000142	2026-08-08	6656.000000
BH-PF	FG0000005	2026-08-08	11296.000000
BH-PF	FG0000306	2026-08-08	1040.000000
BH-PF	FG0000157	2026-08-08	624.000000
BH-PF	FG0000114	2026-08-08	-240.000000
BH-BT	FG0000114	2026-08-08	240.000000
BH-PF	FG0000155	2026-08-08	-140.000000
BH-BT	FG0000155	2026-08-08	140.000000
BH-BT	FG0000005	2026-08-08	368.000000
BH-PF	FG0000454	2026-08-08	-576.000000
BH-BT	FG0000454	2026-08-08	576.000000
BH-PF	FG0000032	2026-08-08	-2000.000000
BH-PF	FG0000033	2026-08-08	-360.000000
BH-BT	FG0000033	2026-08-08	360.000000
BH-PF	FG0000379	2026-08-08	-280.000000
BH-BT	FG0000379	2026-08-08	280.000000
BH-PF	FG0000015	2026-08-08	-200.000000
BH-PF	FG0000178	2026-08-08	-15.000000
BH-BT	FG0000030	2026-08-08	-1.000000
BH-BT	FG0000028	2026-08-08	-1.000000
BH-BT	FG0000397	2026-08-08	-1.000000
BH-BT	FG0000396	2026-08-08	-7.000000
BH-BT	FG0000394	2026-08-08	-3.000000
BH-BT	FG0000400	2026-08-08	-39.000000
BH-BT	FG0000399	2026-08-08	-28.000000
BH-BT	FG0000013	2026-08-08	-2.000000
BH-BT	FG0000154	2026-08-08	-2.000000
BH-PF	FG0000032	2026-08-09	-196.000000
BH-PF	FG0000227	2026-08-09	-2384.000000
BH-PF	FG0000053	2026-08-09	-159.000000
BH-PF	FG0000155	2026-08-09	-50.000000
BH-PF	FG0000004	2026-08-09	348.000000
BH-PF	FG0000028	2026-08-09	-1042.000000
BH-PF	FG0000016	2026-08-09	-2.000000
BH-PF	FG0000020	2026-08-09	-6.000000
BH-PF	FG0000023	2026-08-09	-7.000000
BH-PF	FG0000038	2026-08-09	-5.000000
BH-PF	FG0000054	2026-08-09	-13.000000
BH-PF	FG0000085	2026-08-09	-2.000000
BH-PF	FG0000137	2026-08-09	-7.000000
BH-PF	FG0000140	2026-08-09	-40.000000
BH-PF	FG0000141	2026-08-09	-11.000000
BH-PF	FG0000145	2026-08-09	-44.000000
BH-PF	FG0000149	2026-08-09	-5.000000
BH-PF	FG0000154	2026-08-09	-1.000000
BH-PF	FG0000175	2026-08-09	-147.000000
BH-PF	FG0000189	2026-08-09	-3.000000
BH-PF	FG0000191	2026-08-09	-1.000000
BH-PF	FG0000192	2026-08-09	-39.000000
BH-PF	FG0000193	2026-08-09	-101.000000
BH-PF	FG0000242	2026-08-09	-1.000000
BH-PF	FG0000264	2026-08-09	-12.000000
BH-PF	FG0000267	2026-08-09	-7.000000
BH-PF	FG0000295	2026-08-09	-265.000000
BH-PF	FG0000305	2026-08-09	-1.000000
BH-PF	FG0000320	2026-08-09	-1.000000
BH-PF	FG0000405	2026-08-09	-2.000000
BH-PF	FG0000409	2026-08-09	-175.000000
BH-PF	FG0000414	2026-08-09	-2.000000
BH-PF	FG0000417	2026-08-09	-12.000000
BH-PF	FG0000030	2026-08-09	24860.000000
BH-PF	FG0000005	2026-08-10	-13184.000000
BH-PF	FG0000142	2026-08-10	-3696.000000
BH-PF	FG0000379	2026-08-10	19868.000000
BH-PF	FG0000030	2026-08-10	-29400.000000
BH-BT	FG0000030	2026-08-10	7557.000000
BH-PF	FG0000015	2026-08-10	-46.000000
BH-BT	FG0000011	2026-08-10	-100.000000
BH-BT	FG0000396	2026-08-10	-26.000000
BH-BT	FG0000394	2026-08-10	-8.000000
BH-PF	FG0000324	2026-08-10	1148.000000
BH-BT	FG0000397	2026-08-10	-28.000000
BH-PF	FG0000297	2026-08-10	-500.000000
BH-PF	FG0000444	2026-08-10	-207.000000
BH-BT	FG0000395	2026-08-10	-34.000000
BH-PF	FG0000456	2026-08-10	-7740.000000
BH-BT	FG0000400	2026-08-10	-116.000000
BH-BT	FG0000399	2026-08-10	-93.000000
BH-BT	FG0000016	2026-08-10	-64.000000
BH-BT	FG0000104	2026-08-10	-64.000000
BH-BT	FG0000020	2026-08-10	-65.000000
BH-BT	FG0000105	2026-08-10	-65.000000
BH-BT	FG0000013	2026-08-10	-37.000000
BH-BT	FG0000154	2026-08-10	-37.000000
BH-BT	FG0000398	2026-08-10	-5.000000
BH-PF	FG0000143	2026-08-10	-52.000000
BH-BT	FG0000009	2026-08-10	-40.000000
BH-BT	FG0000033	2026-08-10	-150.000000
BH-BT	FG0000151	2026-08-10	-60.000000
BH-BT	FG0000150	2026-08-10	-240.000000
BH-BT	FG0000028	2026-08-10	-160.000000
BH-BT	FG0000194	2026-08-10	-600.000000
BH-BT	FG0000074	2026-08-10	-4.000000
BH-BT	FG0000128	2026-08-10	-12.000000
BH-BT	FG0000418	2026-08-10	-200.000000
BH-BT	FG0000306	2026-08-10	-100.000000
BH-BT	FG0000015	2026-08-10	-10.000000
BH-BT	FG0000319	2026-08-10	-80.000000
BH-BT	FG0000005	2026-08-10	25728.000000
BH-BT	FG0000379	2026-08-10	8000.000000
BH-PF	FG0000389	2026-08-10	-3800.000000
BH-BT	FG0000389	2026-08-10	3800.000000
BH-PF	FG0000081	2026-08-10	-2400.000000
BH-BT	FG0000081	2026-08-10	2400.000000
BH-BT	FG0000030	2026-08-11	-1042.000000
BH-BT	FG0000015	2026-08-11	-15.000000
BH-BT	FG0000081	2026-08-11	-1500.000000
BH-BT	FG0000227	2026-08-11	-240.000000
BH-BT	FG0000004	2026-08-11	2206.000000
BH-BT	FG0000142	2026-08-11	-40.000000
BH-PF	FG0000379	2026-08-11	-15823.000000
BH-BT	FG0000032	2026-08-11	300.000000
BH-BT	FG0000009	2026-08-11	8.000000
BH-BT	FG0000005	2026-08-11	16.000000
BH-BT	FG0000042	2026-08-11	32.000000
BH-PF	FG0000081	2026-08-11	-200.000000
BH-PF	FG0000136	2026-08-11	9840.000000
BH-PF	FG0000142	2026-08-11	11248.000000
BH-PF	FG0000226	2026-08-11	1148.000000
BH-PF	FG0000194	2026-08-11	4728.000000
BH-PF	FG0000359	2026-08-11	1092.000000
BH-BT	FG0000379	2026-08-11	-8400.000000
BH-BT	FG0000011	2026-08-11	-308.000000
BH-PF	FG0000015	2026-08-11	-201.000000
BH-BT	FG0000400	2026-08-11	-216.000000
BH-BT	FG0000399	2026-08-11	-194.000000
BH-BT	FG0000013	2026-08-11	-81.000000
BH-BT	FG0000154	2026-08-11	-81.000000
BH-BT	FG0000016	2026-08-11	-189.000000
BH-BT	FG0000104	2026-08-11	-189.000000
BH-BT	FG0000020	2026-08-11	-211.000000
BH-BT	FG0000105	2026-08-11	-211.000000
BH-BT	FG0000398	2026-08-11	-27.000000
BH-PF	FG0000324	2026-08-11	-3.000000
BH-PF	FG0000398	2026-08-11	0.000000
BH-PF	FG0000297	2026-08-11	-1098.000000
BH-PF	FG0000034	2026-08-11	0.000000
BH-PF	FG0000328	2026-08-11	25.000000
BH-PF	FG0000005	2026-08-11	-1.000000
BH-PF	FG0000454	2026-08-12	3624.000000
BH-PF	FG0000359	2026-08-12	-12724.000000
BH-PF	FG0000081	2026-08-12	6700.000000
BH-PF	FG0000136	2026-08-12	-9840.000000
BH-BT	FG0000136	2026-08-12	9320.000000
BH-PF	FG0000389	2026-08-12	-140.000000
BH-BT	FG0000389	2026-08-12	140.000000
BH-PF	FG0000228	2026-08-12	-768.000000
BH-BT	FG0000228	2026-08-12	768.000000
BH-PF	FG0000324	2026-08-12	-1597.000000
BH-BT	FG0000324	2026-08-12	1597.000000
BH-PF	FG0000151	2026-08-12	-396.000000
BH-BT	FG0000151	2026-08-12	396.000000
BH-PF	FG0000128	2026-08-12	-36.000000
BH-BT	FG0000128	2026-08-12	36.000000
BH-PF	FG0000226	2026-08-12	240.000000
BH-PF	FG0000441	2026-08-12	2520.000000
BH-PF	FG0000328	2026-08-12	-25.000000
BH-PF	FG0000030	2026-08-12	2980.000000
BH-PF	FG0000142	2026-08-12	-3984.000000
BH-BT	FG0000322	2026-08-12	3088.000000
BH-BT	FG0000003	2026-08-12	768.000000
BH-BT	FG0000030	2026-08-12	-6837.000000
BH-BT	FG0000032	2026-08-12	-2191.000000
BH-PF	FG0000143	2026-08-12	4868.000000
BH-BT	FG0000348	2026-08-12	634.000000
BH-BT	FG0000189	2026-08-12	1667.000000
BH-BT	FG0000023	2026-08-12	289.000000
BH-BT	FG0000187	2026-08-12	1222.000000
BH-BT	FG0000081	2026-08-12	6000.000000
BH-PF	FG0000157	2026-08-12	-1008.000000
BH-BT	FG0000157	2026-08-12	1008.000000
BH-PF	FG0000033	2026-08-12	-2800.000000
BH-BT	FG0000033	2026-08-12	2800.000000
BH-PF	FG0000352	2026-08-12	-876.000000
BH-BT	FG0000352	2026-08-12	876.000000
BH-BT	FG0000004	2026-08-12	-240.000000
BH-BT	FG0000070	2026-08-12	-150.000000
BH-BT	FG0000042	2026-08-12	-16.000000
BH-BT	FG0000005	2026-08-12	-16.000000
BH-BT	FG0000142	2026-08-12	-1601.000000
BH-BT	FG0000150	2026-08-12	-640.000000
BH-BT	FG0000143	2026-08-12	-84.000000
BH-BT	FG0000349	2026-08-12	-2778.000000
BH-BT	FG0000226	2026-08-12	-200.000000
BH-PF	FG0000053	2026-08-12	-837.000000
BH-BT	FG0000011	2026-08-12	-3200.000000
BH-PF	FG0000194	2026-08-12	-1200.000000
BH-PF	FG0000299	2026-08-12	-6600.000000
BH-PF	FG0000429	2026-08-13	6610.000000
BH-PF	FG0000030	2026-08-13	-2980.000000
BH-PF	FG0000142	2026-08-13	18284.000000
BH-PF	FG0000454	2026-08-13	960.000000
BH-PF	FG0000192	2026-08-13	0.000000
BH-BT	FG0000192	2026-08-13	2024.000000
BH-BT	FG0000004	2026-08-13	-880.000000
BH-PF	FG0000389	2026-08-13	-227.000000
BH-PF	FG0000128	2026-08-13	-230.000000
BH-PF	FG0000116	2026-08-13	-428.000000
BH-PF	FG0000228	2026-08-13	-30.000000
BH-PF	FG0000169	2026-08-13	-11.000000
BH-PF	FG0000352	2026-08-13	-38.000000
BH-PF	FG0000226	2026-08-13	-131.000000
BH-PF	FG0000227	2026-08-13	1920.000000
BH-PF	FG0000194	2026-08-13	16800.000000
BH-BT	FG0000030	2026-08-13	21020.000000
BH-BT	FG0000150	2026-08-13	-1280.000000
BH-BT	FG0000151	2026-08-13	-160.000000
BH-BT	FG0000042	2026-08-13	-400.000000
BH-PF	FG0000446	2026-08-13	-120.000000
BH-PF	FG0000444	2026-08-13	-244.000000
BH-PF	FG0000028	2026-08-13	320.000000
BH-PF	FB0000011	2026-08-13	-160.000000
BH-PF	FG0000092	2026-08-13	0.000000
BH-PF	FG0000383	2026-08-13	-4.000000
BH-PF	FG0000370	2026-08-13	-2.000000
BH-PF	FG0000322	2026-08-13	-432.000000
BH-PF	FG0000268	2026-08-13	-0.500000
BH-PF	FG0000161	2026-08-13	-28.000000
BH-PF	FG0000005	2026-08-13	-754.000000
BH-PF	FG0000013	2026-08-13	-1.000000
BH-BT	FG0000083	2026-08-12	-89.000000
BH-PF	FG0000083	2026-08-12	89.000000
BH-BT	FG0000082	2026-08-12	-1001.000000
BH-PF	FG0000082	2026-08-12	1001.000000
BH-PF	FG0000021	2026-08-13	-73.000000
BH-PF	FG0000042	2026-08-13	-492.000000
