WHS	ITEMCODE	ITEMNAME	ONHAND
BH-PF	FG0000434	EXTRA VIRGIN OLIVE 1 LTR + 1 LTR COMBO 8 SET	0.000000
BH-PF	FG0000441	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	0.000000
BH-PF	SF0000002	SOYABEAN OIL 15 KGS TIN IMP	0.000000
BH-PF	FG0000285	VICTORY OIL 1000 MLS 12 PCS	0.000000
BH-PF	FG0000280	SANO RICE BRAN 889 GMS POUCH 12 PCS	0.000000
BH-PF	FG0000287	VICTORY OIL 500 MLS 12 PCS	0.000000
BH-PF	FG0000288	RC OIL 500 MLS 12 PCS	0.000000
BH-PF	FG0000291	SANO POMACE OLIVE 1 LTR 3 PCS ( 1 SET )	0.000000
BH-PF	FG0000301	EXTRA VIRGIN OLIVE 28 ML 100 PCS	0.000000
BH-PF	FG0000304	COLD PRESS 200 LTR 1 PCS	0.000000
BH-PF	FG0000308	VEDAKA EXTRA LIGHT 2 LTR 10 PCS	0.000000
BH-PF	FG0000309	VEDAKA EXTRA LIGHT 1 LTR 16 PCS	0.000000
BH-PF	FG0000310	VEDAKA EXTRA LIGHT 500 ML 24 PCS	0.000000
BH-PF	FG0000314	VEDAKA EXTRA VIRGIN 1 LTR 16 PCS	0.000000
BH-PF	FG0000315	VEDAKA EXTRA VIRGIN 500 ML 24 PCS	0.000000
BH-PF	FG0000253	COLD PRESS 4  LTR + 1  LTR (WHEATGRASS MANGO 500 MLS  FREE) 5 PCS	0.000000
BH-PF	FG0000261	SANO SOYABEAN OIL 12 KGS	0.000000
BH-PF	FG0000273	POMACE 5 LTR 4 PCS + 5 KGS ORGANIC RICE	0.000000
BH-PF	FG0000251	OMEGA 3 FISH OIL	0.000000
BH-PF	FG0000262	EXTRA LIGHT 1 LTR + POMACE 1 LTR + 1 LTR	0.000000
BH-PF	FG0000269	SWEETS BESAN BURFI 1 KGS	0.000000
BH-PF	FG0000298	IMPORTED OIL 250 MLS( SPECIAL)	0.000000
BH-PF	FG0000311	VEDAKA POMACE 2 LTR 10 PCS	0.000000
BH-PF	FG0000297	SOYABEAN OIL 13 KGS TIN IMPORTED PCS	0.000000
BH-PF	FG0000277	GIFT PACK 3 PCS ( EXTRA VIRGIN OLIVE 500 MLS , COCONUT OIL 500 MLS  & EXTRA VIRGIN CANOLA 500 MLS	0.000000
BH-BT	FG0000459	CHANA ALMOND BARFI 650 GM	0.000000
BH-PF	FG0000459	CHANA ALMOND BARFI 650 GM	0.000000
BH-PF	FG0000347	VIP BOX OLIVE GIFT PACK	0.000000
BH-PF	FG0000346	VIP BOX GIFT PACK	0.000000
BH-PF	FG0000281	COLD PRESS 4 LTR + COUPON 5 PCS	0.000000
BH-PF	FG0000361	COLD PRESS SUNFLOWER 3 LTR 6 PCS	0.000000
BH-PF	FG0000286	RC OIL 1000 MLS 12 PCS	0.000000
BH-PF	FB0000014	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	0.000000
BH-PF	FB0000013	EXTRA LIGHT 1 LTR 1 PCS + POMACE OLIVE 1 LTR 2 PCS ( 1 SET )	0.000000
BH-PF	FB0000015	RICE BRAN OIL 5 LTR 4 PCS	0.000000
BH-PF	FB0000017	MUSTARD KACCHI GHANI 5 LTR 4 PCS	0.000000
BH-PF	FB0000018	POMACE OLIVE 1 LTR 16 PCS	0.000000
BH-PF	FB0000019	POMACE OLIVE 5 LTR TIN 4 PCS	0.000000
BH-PF	FG0000335	VEDAKA COLD PRESSED MUSTARD OIL 2 LTR 8 PCS	0.000000
BH-PF	FG0000331	VEDAKA WOOD PRESSED PEANUT OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000366	DEMO	0.000000
BH-PF	FG0000369	DEMO	0.000000
BH-PF	FG0000329	VEDAKA SUNFLOWER OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000330	VEDAKA COLD PRESSED MUSTARD OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000333	VEDAKA COLD PRESSED MUSTARD OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000334	VEDAKA WOOD PRESSED PEANUT OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000453	DESI GHEE A2 200 MLS 24 PCS	0.000000
BH-PF	FG0000419	COLD PRESS GROUNDNUT OIL 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000448	MUSTARD KACHI GHANI 500 ML 24 PCS	0.000000
BH-PF	FG0000452	SESAME OIL 500 MLS 12 PCS	0.000000
BH-PF	FG0000449	MUSTARD KACHI GHANI 200 ML 70 PCS	0.000000
BH-PF	FG0000274	PALMOLEIN OIL 15 LTR	0.000000
BH-PF	FG0000272	DESI  GHEE 5 LTR TIN 1 PCS	0.000000
BH-PF	FG0000343	SOYABEAN 4 LTR 5 PCS	0.000000
BH-PF	SF0000004	SUNFLOWER OIL 15 LTR IMP	0.000000
BH-PF	FG0000365	LA RASOI POMACE OLIVE OIL 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000364	LA RASOI DESI GHEE A2 1 LTR 9 PCS	0.000000
BH-BT	SF0000010	FIGARO EXTRA VIRGIN 1LT PET	0.000000
BH-PF	SF0000010	FIGARO EXTRA VIRGIN 1LT PET	0.000000
BH-BT	SF0000011	FIGARO OLIVE OIL 1LT	0.000000
BH-PF	SF0000011	FIGARO OLIVE OIL 1LT	0.000000
BH-PF	FG0000409	COLD PRESS GROUNDNUT OIL 200 MLS 70 PCS	0.000000
BH-PF	FG0000373	EXTRA VIRGIN CANOLA OIL 3 LTR TIN 3 PCS	0.000000
BH-PF	FG0000358	PISTA NAMKEEN 1 KGS	0.000000
BH-PF	FG0000356	ROASTED BADAM 1 KGS	0.000000
BH-PF	FG0000357	ROASTED KAJU 1 KGS	0.000000
BH-PF	FB0000003	RICE BRAN OIL 1 + 1 LTR	0.000000
BH-PF	SF0000007	COLD PRESS GROUNDNUT 200 ML 70 PCS	0.000000
BH-PF	FG0000376	EXTRA VIRGIN OLIVE 200 MLS 35 PCS	0.000000
BH-BT	FG0000457	EXTRA VIRGIN OLIVE 200 MLS 35 PCS	0.000000
BH-PF	FG0000457	EXTRA VIRGIN OLIVE 200 MLS 35 PCS	0.000000
BH-BT	SF0000013	A2 DESI GHEE 500 ML	0.000000
BH-BT	SF0000014	A2 DESI GHEE 1 LTR	0.000000
BH-BT	SF0000012	A2 DESI GHEE 200 ML	0.000000
BH-PF	FG0000321	DESI GHEE A2 500 MLS 12 PCS	0.000000
BH-PF	FG0000341	CHANA ALMOND BURFI 950  GMS	0.000000
BH-PF	FG0000342	CHANA ALMOND BURFI 450  GMS	0.000000
BH-PF	FG0000278	GIFT PACK 3 PCS ( MUESLI 350 GMS , HONEY 500 GMS & A2 DESI GHEE 850 GMS)	0.000000
BH-PF	FG0000279	GIFT PACK -  AKHROT , MULTIVITAMIN , OMEGA 3 & WHEATGRASS LEMON POWDER 125 GMS	0.000000
BH-PF	FG0000353	EXTRA VIRGIN COCONUT OIL 15 LTR	0.000000
BH-PF	FG0000307	POMACE OLIVE 1 LTR 16 PCS HANNA	0.000000
BH-PF	FG0000259	SWEETS BASEN BURFI 900 GMS	0.000000
BH-PF	FG0000360	DEMO	0.000000
BH-PF	FG0000260	SWEETS BASEN BURFI 450 GMS	0.000000
BH-PF	FG0000290	MAKKI ATTA 500 GMS	0.000000
BH-PF	FG0000289	ROSEMARY LEAVE 150 GMS	0.000000
BH-PF	SF0000003	SAFFRON	0.000000
BH-PF	FG0000337	JIVO CELEBRATION GIFT BOX 410 GMS	0.000000
BH-PF	FG0000345	WHEATGRASS GUMMY (SUGAR FREE)	0.000000
BH-PF	FG0000344	JIVO PREMIUM OIL GIFT BOX	0.000000
BH-PF	FG0000332	VEDAKA SUNFLOWER 5 LTR 4 PCS	0.000000
BH-PF	FB0000016	COLD PRESS 5 LTR 4 PCS	0.000000
BH-PF	FB0000012	JIVO GOLD OIL 1 + 1 LTR	0.000000
BH-PF	SF0000008	POMACE OLIVE OIL 15KG TIN	0.000000
BH-PF	FG0000355	KALI DRAKH 1 KGS	0.000000
BH-PF	FG0000445	RICE BRAN OIL 15 KG	0.000000
BH-PF	FG0000447	EXTRA LIGHT OLIVE 15 LTR	0.000000
BH-PF	SF0000001	SOYABEAN OIL 13 KGS TIN IMP	0.000000
BH-PF	FG0000264	EXTRA LIGHT 1 LTR 1 PCS + POMACE OLIVE 1 LTR 2 PCS ( 1 SET )	0.000000
BH-PF	FB0000011	POMACE OLIVE OIL 1 + 1 LTR	0.000000
BH-PF	FG0000322	LE CHEF POMACE  1 LTR 16 PCS	0.000000
BH-PF	FG0000455	EXTRA VIRGIN OLIVE 3 LTR TIN 5 PCS	0.000000
BH-PF	FG0000159	COLD PRESS 4 LTR + 1 LTR 5 PCS	0.000000
BH-PF	FG0000139	SANO SUNFLOWER OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000240	BASIL SEED 400 GMS 1 PCS	0.000000
BH-PF	FG0000266	MUSTARD KACHI GHANI 1 LTR 4 PCS ( 1 SET )	0.000000
BH-PF	FG0000225	COFFEE 100 GMS 16 PCS	0.000000
BH-PF	FG0000233	SPICES CLOVES 100 GMS PCS	0.000000
BH-PF	FG0000323	LE CHEF EXTRA VIRGIN  1 LTR 16 PCS	0.000000
BH-PF	FG0000317	SOYABEAN OIL 15 KGS TIN IMP PCS	0.000000
BH-PF	FG0000363	LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000146	COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED	0.000000
BH-BT	FG0000455	EXTRA VIRGIN OLIVE 3 LTR TIN 5 PCS	0.000000
BH-PF	FG0000141	SANO SOYABEAN OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000154	MUSTARD OIL 100 MLS 20 PCS(CSD)	0.000000
BH-PF	FG0000267	COLD PRESS SUNFLOWER 5 LTR 1 PCS ( 1 SET )	0.000000
BH-PF	FG0000295	MUSTARD KACHI GHANI 4 LTR 5 PCS	0.000000
BH-PF	FG0000039	EXTRA LIGHT OLIVE 500 MLS 24 PCS	0.000000
BH-PF	FG0000029	MUSTARD PAKKI GHANI 2 LTR 10 PCS	0.000000
BH-BT	FG0000395	JIVO EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS ( CSD )	0.000000
BH-BT	FG0000398	JIVO EXTRA LIGHT OLIVE OIL 1 LTR 16 PCS ( CSD )	0.000000
BH-BT	FG0000396	JIVO EXTRA VIRGIN OLIVE OIL 1 LTR 16 PCS ( CSD )	0.000000
BH-BT	FG0000112	EXTRA VIRGIN OLIVE 250 MLS 4 PCS	0.000000
BH-BT	FG0000022	COLD PRESS 2 LTR 10 PCS	0.000000
BH-BT	FG0000460	SESAME OIL 1 LTR 16 PCS	0.000000
BH-PF	SF0000006	CHAI 250 GMS 40 PCS	0.000000
BH-PF	FG0000170	SOYABEAN OIL 13 KGS	0.000000
BH-BT	FG0000123	CANOLA OIL 1 LTR + 1 LTR COMBO 10 SET	960.000000
BH-BT	FG0000082	DESI GHEE A2 500 MLS 16 PCS	66.000000
BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	414.000000
BH-PF	FG0000002	COLD PRESS 5 LTR + COLD PRESS 1 LTR 4 PCS	0.000000
BH-PF	FG0000284	SLICED OXIDIZED BLACK OLIVES (470 GM) 12 PCS	0.000000
BH-PF	FG0000312	VEDAKA POMACE 1 LTR 16 PCS	0.000000
BH-PF	FG0000138	SANO SUNFLOWER OIL 1 LTR 20 PCS	0.000000
BH-PF	FG0000186	BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS	0.000000
BH-PF	FG0000255	DESI GHEE 1000 MLS 12 PCS	0.000000
BH-PF	FG0000296	SUNFLOWER 4 LTR 5 PCS	0.000000
BH-PF	FG0000018	COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED	0.000000
BH-PF	FG0000003	COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS	0.000000
BH-PF	FG0000026	MUSTARD KACCHI GHANI 15 LTR	0.000000
BH-PF	FG0000024	COLD PRESS 1 LTR 24 PCS	0.000000
BH-PF	FG0000014	MINIATURE OLIVE 100 MLS 24 PCS	0.000000
BH-PF	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	0.000000
BH-PF	FG0000318	KIRPA DESI GHEE 1 LTR 12 PCS	0.000000
BH-PF	FG0000319	KIRPA DESI GHEE 500 MLS 16 PCS	0.000000
BH-PF	FG0000070	COLD PRESS 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000114	POMACE OLIVE 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000155	EXTRA VIRGIN 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000023	COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED	0.000000
BH-PF	FG0000145	COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 4 PCS	0.000000
BH-PF	FG0000191	SOYABEAN OIL 15 LTR	0.000000
BH-PF	FG0000193	SOYABEAN OIL 1 LTR 20 PCS	0.000000
BH-PF	FG0000157	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	0.000000
BH-PF	FG0000116	EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000228	SO OLIVE OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000161	EXTRA VIRGIN OLIVE 500 MLS 24 PCS	0.000000
BH-PF	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	0.000000
BH-PF	FG0000033	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	0.000000
BH-PF	FG0000047	COLD PRESS 3 LTR + EXTRA LIGHT OLIVE 1 LTR 6 PCS	0.000000
BH-PF	FG0000192	SOYABEAN OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	0.000000
BH-PF	FG0000106	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	15570.000000
BH-PF	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	171.000000
BH-PF	FG0000088	COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN	460.000000
BH-PF	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	3600.000000
BH-PF	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	7376.000000
BH-PF	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1132.000000
BH-PF	FG0000275	COLD PRESS SUNFLOWER OIL 15 LTR	1356.000000
BH-PF	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	2476.000000
BH-PF	FG0000320	YELLOW MUSTARD OIL 1 LTR 16 PCS	2240.000000
BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	4255.000000
BH-PF	FG0000064	EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	8160.000000
BH-PF	FG0000241	SANO SOYABEAN OIL 869 GMS 20 PCS	0.000000
BH-PF	FG0000276	SANO SOYABEAN OIL 850 GMS POUCH 12 PCS	0.000000
BH-PF	FG0000160	COLD PRESS 4 LTR 5 PCS	0.000000
BH-PF	FG0000135	SANO CANOLA OIL 5 LTR 4 PCS	0.000000
BH-PF	SF0000005	JIVO HONEY 500 GMS	1.000000
BH-PF	FG0000362	LA RASOI COLD PRESSED CANOLA OIL 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000222	JIVO DESI GHEE 500 MLS 16 PCS	0.000000
BH-PF	FG0000250	SOYABEAN OIL 15 KGS	0.000000
BH-PF	FG0000243	SANO MUSTARD OIL 869 GMS 20 PCS	0.000000
BH-PF	FG0000348	RICE BRAN OIL 4 LTR 5 PCS	0.000000
BH-PF	FG0000386	CHAI 250 GMS 40 PCS	0.000000
BH-PF	FG0000300	SOYABEAN OIL 770 GMS POUCH 12 PCS	0.000000
BH-BT	FG0000186	BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS	128.000000
BH-BT	FG0000184	BB ROYAL CANOLA OIL 5 LTR 4 PCS	492.000000
BH-BT	FG0000362	LA RASOI COLD PRESSED CANOLA OIL 2 LTR 10 PCS HANDLE	30.000000
BH-BT	FG0000312	VEDAKA POMACE 1 LTR 16 PCS	17.000000
BH-BT	FG0000332	VEDAKA SUNFLOWER 5 LTR 4 PCS	32.000000
BH-BT	FG0000334	VEDAKA WOOD PRESSED PEANUT OIL 5 LTR 4 PCS	4.000000
BH-BT	FG0000344	JIVO PREMIUM OIL GIFT BOX	282.000000
BH-BT	FG0000002	COLD PRESS 5 LTR + COLD PRESS 1 LTR 4 PCS	20.000000
BH-BT	FG0000018	COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED	58.000000
BH-BT	FG0000138	SANO SUNFLOWER OIL 1 LTR 20 PCS	33.000000
BH-BT	FG0000408	COLD PRESS 1 LTR (NIRMAL RISHI ) 24 PCS	3720.000000
BH-BT	FG0000443	FIRST PRESSED MUSTARD OIL 1 LTR 20 PCS	95.000000
BH-BT	FG0000320	YELLOW MUSTARD OIL 1 LTR 16 PCS	33.000000
BH-BT	FG0000141	SANO SOYABEAN OIL 5 LTR 4 PCS	273.000000
BH-BT	FG0000417	COLD PRESS SUNFLOWER 5LTR 5 PCS	3.000000
BH-BT	FG0000140	SANO SOYABEAN OIL 1 LTR 20 PCS	221.000000
BH-BT	FG0000295	MUSTARD KACHI GHANI 4 LTR 5 PCS	21.000000
BH-BT	FG0000148	MUSTARD OIL 1 LTR 20 PCS VEDAKA	659.000000
BH-BT	FG0000222	JIVO DESI GHEE 500 MLS 16 PCS	216.000000
BH-BT	FG0000024	COLD PRESS 1 LTR 24 PCS	54.000000
BH-BT	FG0000232	SO OLIVE OIL 5 LTR 4 PCS	128.000000
BH-BT	FG0000282	EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS	1578.000000
BH-BT	FG0000069	COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED PLAIN	50.000000
BH-BT	FG0000133	COLD PRESSED SUNFLOWER OIL 2 LTR 10 PCS HANDLE	39.000000
BH-BT	FG0000370	EXTRA LIGHT OLIVE 3 LTR TIN 2 PCS	79.000000
BH-BT	FG0000441	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	2890.000000
BH-BT	FG0000372	POMACE OLIVE 3 LTR TIN 2 PCS	32.000000
BH-BT	FG0000255	DESI GHEE 1000 MLS 12 PCS	480.000000
BH-BT	FG0000271	DESI GHEE 1000 MLS 9 PCS STEELJAR	8.000000
BH-BT	FG0000318	KIRPA DESI GHEE 1 LTR 12 PCS	117.000000
BH-PF	FG0000104	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	0.000000
BH-BT	FG0000116	EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS	1.000000
BH-BT	FG0000114	POMACE OLIVE 2 LTR 10 PCS HANDLE	260.000000
BH-BT	FG0000155	EXTRA VIRGIN 2 LTR 10 PCS HANDLE	660.000000
BH-PF	FG0000016	REFINED OIL 2 LTR	0.000000
BH-PF	FG0000054	COLD PRESS 4 LTR + EXTRA LIGHT OLIVE 1 LTR 5 PCS	0.000000
BH-PF	FG0000085	COLD PRESS SOYABEAN 5 LTR 4 PCS	0.000000
BH-PF	FG0000149	JIVO GOLD 1 LTR 20 PCS	0.000000
BH-PF	FG0000189	ZANO POMACE OLIVE 1 LTR 16 PCS	0.000000
BH-PF	FG0000305	JAITOON OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000405	COLD PRESS 4 LTR (NIRMAL RISHI ) + POMACE OLIVE 1 LTR 5 PCS	0.000000
BH-BT	FG0000454	COLD PRESS GROUNDNUT 500 MLS 24 PCS	576.000000
BH-PF	FG0000402	COLD PRESS GROUNDNUT OIL 200 LTR 1 PCS	5.000000
BH-BT	FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	3958.000000
BH-PF	FG0000324	SESAME OIL 1 LTR 20 PCS	0.000000
BH-BT	FG0000322	LE CHEF POMACE  1 LTR 16 PCS	3088.000000
BH-BT	FG0000003	COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS	768.000000
BH-BT	FG0000348	RICE BRAN OIL 4 LTR 5 PCS	634.000000
BH-BT	FG0000189	ZANO POMACE OLIVE 1 LTR 16 PCS	1677.000000
BH-BT	FG0000187	ZANO EXTRA VIRGIN OLIVE1 LTR 16 PCS	1232.000000
BH-BT	FG0000352	SESAME OIL (TOASTED) 500 MLS 12 PCS	886.000000
BH-PF	FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	0.000000
BH-PF	FG0000169	REFINED COTTON SEED OIL 13 KGS	0.000000
BH-PF	FG0000444	SOYABEAN OIL 12 KGS (B)	338.000000
BH-PF	FG0000383	REFINED OIL 13 KG	1.000000
BH-PF	FG0000013	REFINED OIL 1000 MLS	0.000000
BH-BT	FG0000083	DESI GHEE A2 1 LTR 9 PCS	0.000000
BH-PF	FG0000133	COLD PRESSED SUNFLOWER OIL 2 LTR 10 PCS HANDLE	0.000000
BH-PF	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	0.000000
BH-PF	FG0000226	RICE BRAN OIL 5 LTR 4 PCS	0.000000
BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	0.000000
BH-BT	FG0000381	EXTRA VIRGIN OLIVE OIL 10ML	495.000000
BH-PF	FG0000150	SANO POMACE OLIVE 1 LTR 16 PCS	0.000000
BH-BT	FG0000035	COLD PRESS 500 MLS 24 PCS	984.000000
BH-BT	FG0000039	EXTRA LIGHT OLIVE 500 MLS 24 PCS	1231.000000
BH-PF	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	404.000000
BH-PF	FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	0.000000
BH-PF	FG0000349	EXTRA VIRGIN OLIVE 200 MLS 70 PCS	2778.000000
BH-PF	FG0000404	COLD PRESS 4 LTR (NIRMAL RISHI ) + EXTRA LIGHT OLIVE 1 LTR 5 PCS	0.000000
BH-BT	FG0000404	COLD PRESS 4 LTR (NIRMAL RISHI ) + EXTRA LIGHT OLIVE 1 LTR 5 PCS	85.000000
BH-PF	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	3991.000000
BH-PF	FG0000012	MUSTARD PAKKI GHANI 5 LTR 4 PCS	0.000000
BH-PF	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	0.000000
BH-PF	FG0000031	MUSTARD PAKKI GHANI 1 LTR 20 PCS	0.000000
BH-BT	FG0000064	EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE	159.000000
BH-PF	FG0000112	EXTRA VIRGIN OLIVE 250 MLS 4 PCS	1640.000000
BH-PF	FG0000082	DESI GHEE A2 500 MLS 16 PCS	1001.000000
BH-PF	FG0000083	DESI GHEE A2 1 LTR 9 PCS	0.000000
BH-PF	FG0000429	MUSTARD KACHI GHANI 1 LTR + 1 LTR COMBO 10 SET PLAIN	260.000000
BH-BT	FG0000088	COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN	1200.000000
BH-PF	SF0000013	A2 DESI GHEE 500 ML	3955.000000
BH-PF	SF0000014	A2 DESI GHEE 1 LTR	1520.000000
BH-PF	FG0000128	JIVO GOLD 5 LTR 4 PCS	720.000000
BH-PF	SF0000012	A2 DESI GHEE 200 ML	4028.000000
BH-BT	FG0000157	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	1022.000000
BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	98.000000
BH-BT	FG0000226	RICE BRAN OIL 5 LTR 4 PCS	140.000000
BH-BT	FG0000105	EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD)	29.000000
BH-BT	FG0000400	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL1 LTR 20 PCS(CSD)	24.000000
BH-BT	FG0000399	JIVO KACHI GHANI COLD PRESSED MUSTARD OIL 5 LTR 4 PCS ( CSD )	5.000000
BH-BT	FG0000154	MUSTARD OIL 100 MLS 20 PCS(CSD)	12.000000
BH-BT	FG0000016	REFINED OIL 2 LTR	24.000000
BH-BT	FG0000104	EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD)	50.000000
BH-PF	FG0000043	COLD PRESS 3 LTR 6 PCS	4950.000000
BH-PF	FG0000021	REFINED OIL 1 LTR POUCH 12 PCS	5820.000000
BH-BT	FG0000394	JIVO POMACE OLIVE OIL 1 LTR 16 PCS ( CSD )	3.000000
BH-BT	FG0000397	JIVO EXTRA VIRGIN OLIVE OIL 500 MLS 24 PCS ( CSD )	1.000000
BH-PF	FG0000194	SOYABEAN OIL 1 LTR POUCH 12 PCS	34639.000000
BH-PF	FG0000178	MUSTARD KACHI GHANI 15 KGS	200.000000
BH-PF	FG0000367	SANO POMACE OLIVE OIL 15 L	21.000000
BH-BT	FG0000043	COLD PRESS 3 LTR 6 PCS	1518.000000
BH-PF	FG0000328	SANO POMACE OLIVE 200 LTR 1 PCS	10.000000
BH-BT	FG0000185	BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS	1042.000000
BH-BT	FG0000183	BB ROYAL CANOLA OIL 1 LTR 20 PCS	859.000000
BH-BT	FG0000070	COLD PRESS 2 LTR 10 PCS HANDLE	2506.000000
BH-BT	FG0000047	COLD PRESS 3 LTR + EXTRA LIGHT OLIVE 1 LTR 6 PCS	48.000000
BH-BT	FG0000405	COLD PRESS 4 LTR (NIRMAL RISHI ) + POMACE OLIVE 1 LTR 5 PCS	25.000000
BH-BT	FG0000054	COLD PRESS 4 LTR + EXTRA LIGHT OLIVE 1 LTR 5 PCS	98.000000
BH-BT	FG0000146	COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED	21.000000
BH-BT	FG0000145	COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 4 PCS	2.000000
BH-BT	FG0000423	COLD PRESS SUNFLOWER 1 LTR 24 PCS	16.000000
BH-BT	FG0000377	ILAHI EXTRA VIRGIN OLIVE 1 LTR 12 PCS	156.000000
BH-BT	FG0000305	JAITOON OIL 5 LTR 4 PCS	6.000000
BH-BT	FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	742.000000
BH-BT	FG0000014	MINIATURE OLIVE 100 MLS 24 PCS	4898.000000
BH-BT	FG0000031	MUSTARD PAKKI GHANI 1 LTR 20 PCS	15812.000000
BH-BT	FG0000029	MUSTARD PAKKI GHANI 2 LTR 10 PCS	2150.000000
BH-BT	FG0000012	MUSTARD PAKKI GHANI 5 LTR 4 PCS	1616.000000
BH-BT	FG0000307	POMACE OLIVE 1 LTR 16 PCS HANNA	542.000000
BH-BT	FG0000013	REFINED OIL 1000 MLS	9.050000
BH-BT	FG0000020	REFINED OIL 5 LTR	46.500000
BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	9307.000000
BH-BT	FG0000134	SANO CANOLA OIL 1 LTR 20 PCS	908.000000
BH-BT	FG0000136	SANO MUSTARD OIL 1 LTR 20 PCS	4715.000000
BH-BT	FG0000243	SANO MUSTARD OIL 869 GMS 20 PCS	79.000000
BH-BT	FG0000242	SANO SUNFLOWER OIL 869 GMS 20 PCS	173.000000
BH-BT	FG0000193	SOYABEAN OIL 1 LTR 20 PCS	71.000000
