StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,CHE AMB IM2,CHENNAI,141307,Jivo Healthy Wheatgrass Juice (Mojito) - Sugar Free 200.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,365,Packaged Food,20,17.5,[],0,1
Ambient,BLR IM4,BANGALORE,141307,Jivo Healthy Wheatgrass Juice (Mojito) - Sugar Free 200.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,365,Packaged Food,200,7,[],0,4
Ambient,BLR IM1,BANGALORE,141307,Jivo Healthy Wheatgrass Juice (Mojito) - Sugar Free 200.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,365,Packaged Food,20,17.5,[],0,1
Ambient,BLR ECOM2,BANGALORE,141307,Jivo Healthy Wheatgrass Juice (Mojito) - Sugar Free 200.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,365,Packaged Food,0,24.5,[],0,0
Ambient,AHM DELHIVERY,AHMEDABAD,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,0,1226.4,"[CADPO216091"",""CADPO215919]",144,1
Ambient,MUM IM3,MUMBAI,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,15,39.9,[CI3PO79698],36,3
Ambient,MUM IM1,MUMBAI,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,1233,6.3,[],0,37
Ambient,MUM FC22,MUMBAI,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,6,491.4,[CMFPO343308],12,15
Ambient,PUN DELHIVERY,PUNE,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,8,812.7,"[CPDPO292176"",""CPDPO291607"",""CPDPO291100"",""CPDPO293635]",96,32
Ambient,AMD IM3,AHMEDABAD,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,365,0,[],0,0
Ambient,GOA IM1,CENTRAL GOA,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,0,907.2,"[GCAPO68785"",""GCAPO68334]",84,0
Ambient,KOL IM2,KOLKATA,149270,JIVO NATURAL MINERALS WATER 1.0 ltr,Cold Drinks and Juices,Water and Ice Cubes,365,Packaged Food,365,0,"[KWBPO105186"",""KWBPO104955"",""KWBPO103976"",""KWBPO103189"",""KWBPO104389"",""KWBPO103040"",""KWBPO100588]",156,0
Ambient,AHM DELHIVERY,AHMEDABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,7927.5,"[CADPO216929"",""CADPO216308]",40,52
Ambient,HYD IM2,HYDERABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,23,6222.51,"[CHCPO368342"",""CHCPO367595]",60,58
Ambient,HYD IM1,HYDERABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9271.29,"[CHMPO318593"",""CHMPO318845]",80,0
Ambient,MUM IM3,MUMBAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,21,14910,[CI3PO79698],60,120
Ambient,MUM IM1,MUMBAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,16143.75,[CIMPO118002],80,45
Ambient,MUM FC22,MUMBAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,20,13072.5,[CMFPO343688],40,104
Ambient,HYD IM4,HYDERABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,21816.27,"[CMMPO13711"",""CMMPO12416"",""CMMPO12551"",""CMMPO12486"",""CMMPO12554"",""CMMPO13568]",220,0
Ambient,HYD IM5,HYDERABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,19871.25,"[CPDPO292176"",""CPDPO293635"",""CPDPO289790"",""CPDPO291100]",200,9
Ambient,NOI IM1,NOIDA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,26853.75,[ETPPO81893],60,151
Ambient,DLHY GGNFC5,GURGAON,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,25226.25,[FC5PO421224],100,141
Ambient,GOA IM1,CENTRAL GOA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,23,4672.5,[GCAPO68785],20,41
Ambient,DLHY GGNFC9,DELHI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,43391.25,[GGNPO381138],100,216
Ambient,CBE ECOM,COIMBATORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,7638.75,"[JCEPO185884"",""JCEPO187225]",40,31
Ambient,CHN ECOM,CHENNAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,62,2546.25,[],0,61
Ambient,CBE IM1 TEMP,COIMBATORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,CHE AMB IM2,CHENNAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,32,5328.75,[JN2PO110763],20,65
Ambient,JAI IM1,JAIPUR,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,45,2730,[],0,47
Ambient,KOC IM1,KOCHI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,13781.25,"[KOCPO130946"",""KOCPO123813"",""KOCPO131970"",""KOCPO124987"",""KOCPO124764]",100,0
Ambient,KOLKATA ECOM,KOLKATA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,32025,[],0,0
Ambient,KOL IM2,KOLKATA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO100588"",""KWBPO105186]",160,288
Ambient,LKO IM1,LUCKNOW,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,21,6982.5,[],0,57
Ambient,BLR IM3,BANGALORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO24638"",""MBDPO23859"",""MBDPO23284]",120,54
Ambient,BLR IM4,BANGALORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,12101.25,"[MBEPO40132"",""MBEPO37999]",80,52
Ambient,BLR IM1,BANGALORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,15960,[],0,1
,BLR DHL,BANGALORE_2,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,22,9712.5,[MBJPO86769],20,84
Ambient,BLR ECOM2,BANGALORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,13413.75,"[MBLPO415937"",""MBLPO423079"",""MBLPO421420"",""MBLPO420633]",140,0
Ambient,NAG IM1,NAGPUR,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,34,2336.25,[],0,31
Ambient,CHD ECOM,CHANDIGARH,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,42971.25,[PCHPO218372],120,233
Ambient,VIZ IM1,VIZAG,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9082.5,"[VIAPO75739"",""VIAPO83303"",""VIAPO77042"",""VIAPO77270]",80,0
Ambient,AHM DELHIVERY,AHMEDABAD,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,21,6468,"[CADPO216584"",""CADPO216091]",9,12
Ambient,HYD IM2,HYDERABAD,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,63,2541,"[CHCPO369955"",""CHCPO369711]",6,14
Ambient,HYD IM1,HYDERABAD,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,4389,"[CHMPO318845"",""CHMPO317280]",6,5
Ambient,MUM IM3,MUMBAI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,75,462,[CI3PO79996],9,3
Ambient,MUM IM1,MUMBAI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,33,346.5,[],0,1
Ambient,MUM FC22,MUMBAI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,16170,"[CMFPO343308"",""CMFPO342883"",""CMFPO342514]",27,5
Ambient,HYD IM4,HYDERABAD,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,47,4851,[],0,20
Ambient,PUN DELHIVERY,PUNE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,57,7045.5,[],0,35
Ambient,NOI IM1,NOIDA,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,13629,"[ETPPO80309"",""ETPPO81893"",""ETPPO74073]",21,9
Ambient,AMD IM3,AHMEDABAD,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,2
Ambient,DLHY GGNFC5,GURGAON,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,12820.5,[],0,20
Ambient,DLHY GGNFC9,DELHI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,205,2079,[GGNPO373394],3,37
Ambient,CBE ECOM,COIMBATORE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[JCEPO182484],3,9
Ambient,CHN ECOM,CHENNAI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,2541,[],0,3
Ambient,CBE IM1 TEMP,COIMBATORE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,CHE AMB IM2,CHENNAI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,3234,"[JN2PO109699"",""JN2PO110763]",9,2
Ambient,JAI IM1,JAIPUR,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,30
Ambient,KOC IM1,KOCHI,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,89,9471,[],0,73
Ambient,LKO IM3,LUCKNOW,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM4,BANGALORE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,1270.5,"[MBEPO40132"",""MBEPO38778]",6,2
Ambient,BLR IM1,BANGALORE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,1732.5,[],0,0
,BLR DHL,BANGALORE_2,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,75,0,[],0,3
Ambient,BLR ECOM2,BANGALORE,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,808.5,[MBLPO423546],3,1
Ambient,NAG IM1,NAGPUR,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,53,1501.5,[],0,7
Ambient,CHD ECOM,CHANDIGARH,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,26680.5,[PCHPO218372],12,30
Ambient,VIZ IM1,VIZAG,15686,Jivo Canola Cold Press Oil Indian Medical Association Recommended 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,23,11896.5,[VIAPO77042],3,24
Ambient,AHM DELHIVERY,AHMEDABAD,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,49736.82,"[CADPO216929"",""CADPO216308]",64,0
Ambient,HYD IM2,HYDERABAD,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1,27386.73,"[CHCPO367595"",""CHCPO369955"",""CHCPO367976"",""CHCPO369711]",112,5
Ambient,HYD IM1,HYDERABAD,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,58446.01,"[CHMPO318593"",""CHMPO318845]",96,0
Ambient,MUM IM3,MUMBAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,2,99473.64,"[CI3PO79698"",""CI3PO79996]",112,23
Ambient,MUM IM1,MUMBAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,12,131267.44,[],0,152
Ambient,MUM FC22,MUMBAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,88141.2,[CMFPO343308],112,0
Ambient,HYD IM4,HYDERABAD,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,51625.56,"[CMMPO12551"",""CMMPO12486"",""CMMPO14128"",""CMMPO13841"",""CMMPO12758"",""CMMPO12554]",192,0
Ambient,PUN DELHIVERY,PUNE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,37250.15,"[CPDPO293635"",""CPDPO292176]",160,2
Ambient,NOI IM1,NOIDA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,14,79536.94,[ETPPO81893],80,109
Ambient,AMD IM3,AHMEDABAD,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[ETRPO20224],48,0
Ambient,DLHY GGNFC5,GURGAON,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,13,156765.42,[FC5PO421224],128,200
Ambient,GOA IM1,CENTRAL GOA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,22,32528.3,[],0,69
Ambient,DLHY GGNFC9,DELHI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,6,175128.17,"[GGNPO381540"",""GGNPO381138]",224,107
Ambient,GAU IM1,GUWAHATI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,165,4302.13,[],0,68
Ambient,CBE ECOM,COIMBATORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,22,22350.09,"[JCEPO185884"",""JCEPO187225]",32,47
Ambient,CHN ECOM,CHENNAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,13,46693.85,"[JCNPO278717"",""JCNPO272504]",80,60
Ambient,CHE AMB IM2,CHENNAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,20,65581.25,[JN2PO109699],48,127
Ambient,JAI IM1,JAIPUR,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,18,16578.94,[],0,30
Ambient,KOC IM1,KOCHI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1,42496.65,"[KOCPO130946"",""KOCPO125329"",""KOCPO125625"",""KOCPO127028"",""KOCPO125595]",80,7
Ambient,KOLKATA ECOM,KOLKATA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,223291.05,[],0,0
Ambient,KOL IM2,KOLKATA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,"[KWBPO100588"",""KWBPO103736"",""KWBPO104955"",""KWBPO105186]",432,224
Ambient,LKO IM1,LUCKNOW,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,66,1259.16,[],0,8
Ambient,BLR IM3,BANGALORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,"[MBDPO24402"",""MBDPO24638"",""MBDPO24073"",""MBDPO23161"",""MBDPO24560]",464,0
Ambient,BLR IM4,BANGALORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,2,92863.05,"[MBEPO40510"",""MBEPO37999]",112,19
Ambient,BLR IM1,BANGALORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,178066.2,[],0,0
,BLR DHL,BANGALORE_2,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Non Food,25,76389.04,[MBJPO86960],48,189
Ambient,BLR ECOM2,BANGALORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,158759.1,"[MBLPO423079"",""MBLPO425961"",""MBLPO421114"",""MBLPO415937]",368,0
Ambient,NAG IM1,NAGPUR,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,16054.29,[NARPO20473],32,0
Ambient,CHD ECOM,CHANDIGARH,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,17,68624.22,[PCHPO218001],64,115
Ambient,CHD_IM2,CHANDIGARH,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,52,22979.67,[],0,115
Ambient,AHM DELHIVERY,AHMEDABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,32015.48,[],0,1
Ambient,HYD IM2,HYDERABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,21,3818.36,[CHCPO367595],16,11
Ambient,HYD IM1,HYDERABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,19752.67,"[CHMPO318845"",""CHMPO318593]",48,10
Ambient,MUM IM3,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,29959.44,"[CI3PO79698"",""CI3PO79996]",64,0
Ambient,MUM IM1,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,48977.81,"[CIMPO119026"",""CIMPO118670]",64,47
Ambient,MUM FC22,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,28050.26,[CMFPO344550],32,43
Ambient,HYD IM4,HYDERABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,25,13731.41,[CMMPO14306],16,48
Ambient,HYD IM5,HYDERABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,11
Ambient,PUN DELHIVERY,PUNE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,41120.8,"[CPDPO293635"",""CPDPO289790"",""CPDPO291607"",""CPDPO291100]",208,62
Ambient,NOI IM1,NOIDA,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,47292.84,[ETPPO81893],48,80
Ambient,AMD IM3,AHMEDABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[ETRPO20224],48,20
Ambient,DLHY GGNFC5,GURGAON,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,43397.13,[],0,109
Ambient,GOA IM1,CENTRAL GOA,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,29886.01,"[GCAPO68785"",""GCAPO67923]",64,12
Ambient,DLHY GGNFC9,DELHI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,72255.12,[GGNPO379853],64,117
Ambient,GAU IM1,GUWAHATI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,254,2570.05,[],0,89
Ambient,CBE ECOM,COIMBATORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,18871.51,"[JCEPO187358"",""JCEPO187225"",""JCEPO185884"",""JCEPO186437]",64,29
Ambient,CHN ECOM,CHENNAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,24452.19,[],0,45
Ambient,CHE AMB IM2,CHENNAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,37,15934.31,[],0,81
Ambient,JAI IM1,JAIPUR,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,12997.11,[],0,32
Ambient,KOC IM1,KOCHI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,30326.59,"[KOCPO124764"",""KOCPO130946"",""KOCPO124987"",""KOCPO131970]",128,9
Ambient,KOLKATA ECOM,KOLKATA,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,105445.48,[],0,0
Ambient,KOL IM2,KOLKATA,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO103736"",""KWBPO100588]",144,280
Ambient,LKO IM1,LUCKNOW,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,228,514.01,[],0,16
Ambient,LKO IM3,LUCKNOW,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM3,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO24186"",""MBDPO23986"",""MBDPO23284]",176,38
Ambient,BLR IM4,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,33851.23,"[MBEPO40510"",""MBEPO40746"",""MBEPO38439]",96,51
Ambient,BLR IM1,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,50372.98,[],0,0
