StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,BLR IM4,BANGALORE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,300,699.86,[],0,6
Ambient,BLR IM1,BANGALORE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,44,11897.62,[],0,15
,BLR DHL,BANGALORE_2,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,625,0,[],0,25
Ambient,BLR ECOM2,BANGALORE,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,85,2449.51,[],0,6
Ambient,CHD ECOM,CHANDIGARH,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,44,8748.25,[],0,11
Ambient,VIZ IM1,VIZAG,79292,Jivo Pomace Olive Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,103,18546.29,[],0,55
Ambient,KOL IM2,KOLKATA,820542,Jivo Cold Pressed Kachi Ghani Mustard Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,365,0,[KWBPO103500],24,972
Ambient,AHM DELHIVERY,AHMEDABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,10,76615,"[CADPO216584"",""CADPO216091"",""CADPO215919]",580,401
Ambient,HYD IM2,HYDERABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,13,177504.25,"[CHCPO368652"",""CHCPO368342"",""CHCPO367976]",1320,1205
Ambient,HYD IM1,HYDERABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,25,180545.75,[CHMPO318845],820,2381
Ambient,MUM IM3,MUMBAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,170632,"[CI3PO79996"",""CI3PO79698]",2200,22
Ambient,MUM IM1,MUMBAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,124951.75,"[CIMPO119026"",""CIMPO118002]",1000,1
Ambient,MUM FC22,MUMBAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,17,147801.5,[CMFPO343688],240,1328
Ambient,HYD IM4,HYDERABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,16,220393.25,"[CMMPO14021"",""CMMPO14128"",""CMMPO14306]",880,1836
Ambient,HYD IM5,HYDERABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,2
Ambient,PUNE IM2 TEMP,PUNE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,244301.75,"[CPDPO292514"",""CPDPO291607"",""CPDPO292176"",""CPDPO293635"",""CPDPO289790]",4860,51
Ambient,NOI IM1,NOIDA,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,11,75652.5,"[ETPPO81893"",""ETPPO80309]",300,449
Ambient,AMD IM3,AHMEDABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,22
Ambient,DLHY GGNFC5,GURGAON,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,13,111265,[],0,760
Ambient,GOA IM1,CENTRAL GOA,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,3,71821.75,"[GCAPO69045"",""GCAPO68503]",720,134
Ambient,DLHY GGNFC9,DELHI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,3,187899.25,"[GGNPO378760"",""GGNPO379538]",440,363
Ambient,CBE ECOM,COIMBATORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,15,63467.25,"[JCEPO187225"",""JCEPO185884"",""JCEPO186437]",1120,502
Ambient,CBE IM3,COIMBATORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,0
Ambient,CHN ECOM,CHENNAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,57,52148.25,[],0,1554
Ambient,CHE AMB IM2,CHENNAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,30,87722.25,[JN2PO109699],540,1401
Ambient,JAI IM1,JAIPUR,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,17,32513.25,[],0,300
Ambient,KOC IM1,KOCHI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,87472,"[KOCPO124189"",""KOCPO129780"",""KOCPO123813"",""KOCPO128775"",""KOCPO127028"",""KOCPO126329"",""KOCPO124764"",""KOCPO125329"",""KOCPO130946"",""KOCPO124987]",2140,16
Ambient,KOL IM2,KOLKATA,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,"[KWBPO103976"",""KWBPO104389"",""KWBPO100588"",""KWBPO103500"",""KWBPO103736]",820,635
Ambient,LKO IM1,LUCKNOW,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,39,25852.75,"[LKOPO181838"",""LKOPO181586]",340,534
Ambient,LKO IM3,LUCKNOW,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM3,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,"[MBDPO24402"",""MBDPO24186"",""MBDPO23284"",""MBDPO24560]",1820,0
Ambient,BLR IM4,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,74497.5,"[MBEPO38439"",""MBEPO36328"",""MBEPO40510"",""MBEPO40132]",1220,0
Ambient,BLR IM1,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,95287.5,[],0,0
,BLR DHL,BANGALORE_2,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Non Food,21,67817.75,"[MBJPO86769"",""MBJPO83738]",501,769
Ambient,BLR ECOM2,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,151478.25,"[MBLPO423079"",""MBLPO421114"",""MBLPO420633"",""MBLPO415937"",""MBLPO424404"",""MBLPO425961"",""MBLPO423546]",4040,0
Ambient,NAG IM1,NAGPUR,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,2,53803.75,[NARPO20473],220,60
Ambient,CHD ECOM,CHANDIGARH,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,11,107626.75,[],0,635
Ambient,CHD_IM2,CHANDIGARH,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,43485.75,"[VIAPO75739"",""VIAPO77042"",""VIAPO75489"",""VIAPO76518"",""VIAPO77270"",""VIAPO76760"",""VIAPO76021]",1900,0
Ambient,AHM DELHIVERY,AHMEDABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,15739.5,"[CADPO216929"",""CADPO215919]",50,3
Ambient,HYD IM2,HYDERABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,4564.35,"[CHCPO367595"",""CHCPO369711"",""CHCPO361083]",30,0
Ambient,HYD IM1,HYDERABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,3448.62,"[CHMPO317280"",""CHMPO318845]",20,2
Ambient,MUM IM3,MUMBAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,525,405.72,[],0,21
Ambient,MUM IM1,MUMBAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1033,304.29,[],0,31
Ambient,MUM FC22,MUMBAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,5578.65,"[CMFPO343308"",""CMFPO344863]",20,3
Ambient,HYD IM4,HYDERABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3245.76,"[CMMPO13711"",""CMMPO13197"",""CMMPO12416]",49,0
Ambient,HYD IM5,HYDERABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,PUNE IM2 TEMP,PUNE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,4
Ambient,PUN DELHIVERY,PUNE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,10548.72,[],0,11
Ambient,NOI IM1,NOIDA,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,76,3042.9,[],0,23
Ambient,AMD IM3,AHMEDABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,5
Ambient,DLHY GGNFC5,GURGAON,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,36,3347.19,[],0,12
Ambient,GOA IM1,CENTRAL GOA,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,14403.06,"[GCAPO68334"",""GCAPO68785]",40,0
Ambient,DLHY GGNFC9,DELHI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,666,1521.45,[],0,100
Ambient,GAU IM1,GUWAHATI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,11563.02,[GWAPO40133],30,10
Ambient,CBE ECOM,COIMBATORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,15214.85,"[JCEPO187358"",""JCEPO187225]",20,0
Ambient,CHN ECOM,CHENNAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,25,405.72,[],0,1
Ambient,CBE IM1 TEMP,COIMBATORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CHE AMB IM2,CHENNAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,10345.86,[JN2PO105215],40,4
Ambient,JAI IM1,JAIPUR,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,59,8925.84,[],0,52
Ambient,KOC IM1,KOCHI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5680.08,[KOCPO124189],20,0
Ambient,KOLKATA ECOM,KOLKATA,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,52743.6,[],0,1
Ambient,KOL IM2,KOLKATA,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO103500"",""KWBPO103040"",""KWBPO103189"",""KWBPO100588]",40,44
Ambient,BLR IM3,BANGALORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO23161"",""MBDPO23376"",""MBDPO23859"",""MBDPO23615"",""MBDPO23284]",50,0
Ambient,BLR IM4,BANGALORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,8012.97,[MBEPO36328],10,7
Ambient,BLR IM1,BANGALORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,10650.15,[],0,0
,BLR DHL,BANGALORE_2,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,17,1724.31,[MBJPO82877],10,3
Ambient,BLR ECOM2,BANGALORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,3955.77,"[MBLPO424404"",""MBLPO423079"",""MBLPO425961]",30,4
Ambient,NAG IM1,NAGPUR,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,8317.26,[],0,0
Ambient,CHD ECOM,CHANDIGARH,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,94,3448.62,[],0,32
Ambient,CHD_IM2,CHANDIGARH,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,10041.57,[VIAPO76021],60,1
Ambient,AHM DELHIVERY,AHMEDABAD,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[CADPO215919],132,2
Ambient,HYD IM1,HYDERABAD,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,0,11.55,[],0,0
,MUM IM3,MUMBAI,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Non Food,365,0,[],0,1
Ambient,PUNE IM2 TEMP,PUNE,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,50,15.4,[CPDPO293635],36,2
Ambient,NOI IM1,NOIDA,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,0,19.25,[],0,0
Ambient,AMD IM3,AHMEDABAD,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[],0,332
Ambient,KOL IM2,KOLKATA,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[KWBPO103040],48,0
Ambient,BLR ECOM2,BANGALORE,900724,Jivo  Fizzy Flavoured Soda (Lemon) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,100,3.85,[],0,1
Ambient,HYD IM2,HYDERABAD,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,36,15487.5,[],0,65
Ambient,HYD IM1,HYDERABAD,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,18725,"[CHMPO318593"",""CHMPO317549"",""CHMPO317280]",36,17
Ambient,MUM IM3,MUMBAI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,144,1575,[],0,26
Ambient,MUM IM1,MUMBAI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,66,262.5,[],0,2
Ambient,MUM FC22,MUMBAI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,34912.5,"[CMFPO345361"",""CMFPO343688"",""CMFPO342883]",76,13
Ambient,HYD IM4,HYDERABAD,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,26775,"[CMMPO13568"",""CMMPO13841"",""CMMPO12416"",""CMMPO14021"",""CMMPO12551"",""CMMPO12554"",""CMMPO12486"",""CMMPO13711"",""CMMPO13197]",112,3
Ambient,PUNE IM2 TEMP,PUNE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,25725,"[CPDPO289790"",""CPDPO291908"",""CPDPO291100]",24,32
Ambient,NOI IM1,NOIDA,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,60200,[ETPPO81893],12,82
Ambient,DLHY GGNFC5,GURGAON,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,49612.5,[FC5PO421573],40,49
Ambient,GOA IM1,CENTRAL GOA,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,3150,[],0,1
Ambient,DLHY GGNFC9,DELHI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,132562.5,"[GGNPO374380"",""GGNPO373394"",""GGNPO373112]",152,22
Ambient,CHN ECOM,CHENNAI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,26,6650,[],0,20
Ambient,CHE AMB IM2,CHENNAI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,16,18812.5,"[JN2PO110763"",""JN2PO109699]",24,35
Ambient,JAI IM1,JAIPUR,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,18725,"[JPAPO63325"",""JPAPO63853]",32,0
Ambient,KOC IM1,KOCHI,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,8837.5,"[KOCPO127028"",""KOCPO131971]",8,6
Ambient,KOL IM2,KOLKATA,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO103500"",""KWBPO103736"",""KWBPO100588"",""KWBPO103189"",""KWBPO103040]",88,55
Ambient,LKO IM1,LUCKNOW,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,39812.5,[],0,25
Ambient,BLR IM3,BANGALORE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO24186"",""MBDPO23284"",""MBDPO24402]",40,26
Ambient,BLR IM4,BANGALORE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,31,6300,[],0,23
Ambient,BLR IM1,BANGALORE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,17675,[],0,0
,BLR DHL,BANGALORE_2,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,185,1750,[],0,37
Ambient,BLR ECOM2,BANGALORE,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,18900,"[MBLPO424404"",""MBLPO426362"",""MBLPO425961"",""MBLPO421114"",""MBLPO417710]",60,2
Ambient,NAG IM1,NAGPUR,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,4900,[],0,0
Ambient,CHD ECOM,CHANDIGARH,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,65362.5,[],0,136
Ambient,VIZ IM1,VIZAG,904426,Jivo Cold Pressed Mustard Oil 5L 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,4812.5,"[VIAPO83303"",""VIAPO77042"",""VIAPO83502"",""VIAPO81459"",""VIAPO75489"",""VIAPO75739"",""VIAPO76021]",28,0
Ambient,AHM DELHIVERY,AHMEDABAD,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,28,3108,[CADPO216091],20,21
Ambient,HYD IM2,HYDERABAD,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,30,19404,[],0,139
Ambient,HYD IM1,HYDERABAD,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,13,24612,[CHMPO318845],40,79
Ambient,MUM IM3,MUMBAI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,13230,"[CI3PO79996"",""CI3PO79698]",60,1
Ambient,MUM IM1,MUMBAI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,100,126,[],0,3
Ambient,MUM FC22,MUMBAI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,29568,"[CMFPO344863"",""CMFPO343688]",80,0
Ambient,HYD IM4,HYDERABAD,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,27,27342,[CMMPO13197],140,180
Ambient,PUN DELHIVERY,PUNE,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,26376,"[CPDPO292514"",""CPDPO292176]",100,0
Ambient,NOI IM1,NOIDA,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,57,7476,[],0,103
Ambient,DLHY GGNFC5,GURGAON,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,8,15162,[],0,29
Ambient,GOA IM1,CENTRAL GOA,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,221,588,[],0,31
Ambient,DLHY GGNFC9,DELHI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,82,4620,[],0,91
Ambient,CBE ECOM,COIMBATORE,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,15,40614,[JCEPO187358],40,147
Ambient,CHN ECOM,CHENNAI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,168,[],0,0
Ambient,CHE AMB IM2,CHENNAI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,47,149058,[],0,1700
Ambient,JAI IM1,JAIPUR,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,87,2394,[],0,50
Ambient,KOC IM1,KOCHI,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,10,18396,"[KOCPO126329"",""KOCPO128775]",240,45
Ambient,KOLKATA ECOM,KOLKATA,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,0,12390,[],0,0
Ambient,KOL IM2,KOLKATA,952130,Jivo First Pressed Sesame Oil | Gingelly Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,729,Cooking Essentials,365,0,[KWBPO104955],160,0
