PoNumber,Entity,FacilityId,FacilityName,City,PoCreatedAt,PoModifiedAt,Status,SupplierCode,VendorName,PoAmount,SkuCode,SkuDescription,CategoryId,OrderedQty,ReceivedQty,BalancedQty,Tax,PoLineValueWithoutTax,PoLineValueWithTax,Mrp,UnitBasedCost,ExpectedDeliveryDate,PoExpiryDate,OtbReferenceNumber,InternalExternalPo,PoAgeing,BrandName,ReferencePoNumber
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,124.57,2491.43,2616.00,188.00,103.81,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,188.57,3771.43,3960.00,138.00,78.57,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,182.86,3657.14,3840.00,128.00,76.19,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,147.43,2948.57,3096.00,300.00,122.86,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",490,0,490,770.00,15400.00,16170.00,100.00,31.43,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
GCAPO67874,SCOOTSY LOGISTICS PRIVATE LIMITED,GCA,GOA IM1,CENTRAL GOA,2026-07-22 01:37:13,2026-07-22 01:37:13,CONFIRMED,85235374,CHIRAG ENTERPRISES,32058.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,113.14,2262.86,2376.00,280.00,94.29,2026-07-28,2026-07-31,2026_07_21_CENTRAL GOA_GOA IM1_0,external,7,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",96,0,96,498.29,9965.71,10464.00,188.00,103.81,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",144,0,144,565.71,11314.29,11880.00,138.00,78.57,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",144,0,144,548.57,10971.43,11520.00,128.00,76.19,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,442.29,8845.71,9288.00,300.00,122.86,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",3430,0,3430,5390.00,107799.99,113189.99,100.00,31.43,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
JN2PO110429,SCOOTSY LOGISTICS PRIVATE LIMITED,JN2,CHE AMB IM2,CHENNAI,2026-07-22 23:52:43,2026-07-22 23:52:43,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,163470.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,339.43,6788.57,7128.00,280.00,94.29,2026-08-06,2026-08-09,2026_07_22_CHENNAI_CHE AMB IM2_0,external,6,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",120,0,120,622.86,12457.14,13080.00,188.00,103.81,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",168,0,168,660.00,13200.00,13860.00,138.00,78.57,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",168,0,168,640.00,12800.00,13440.00,128.00,76.19,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",96,0,96,589.71,11794.29,12384.00,300.00,122.86,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",3990,0,3990,6270.01,125399.99,131670.00,100.00,31.43,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
KWBPO103623,SCOOTSY LOGISTICS PRIVATE LIMITED,KWB,KOL IM2,KOLKATA,2026-07-22 01:25:54,2026-07-22 01:25:55,CONFIRMED,2586,BABA LOKENATH TRADERS,193938.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",96,0,96,452.57,9051.43,9504.00,280.00,94.29,2026-08-11,2026-08-14,2026_07_21_KOLKATA_KOL IM2_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,373.71,7474.29,7848.00,188.00,103.81,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",120,0,120,471.43,9428.57,9900.00,138.00,78.57,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",120,0,120,457.14,9142.86,9600.00,128.00,76.19,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,294.86,5897.14,6192.00,300.00,122.86,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",1400,0,1400,2200.00,44000.00,46200.00,100.00,31.43,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
LKOPO181781,SCOOTSY LOGISTICS PRIVATE LIMITED,LKO,LKO IM1,LUCKNOW,2026-07-22 01:30:47,2026-07-28 17:09:57,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,84492.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,226.29,4525.71,4752.00,280.00,94.29,2026-07-28,2026-08-05,2026_07_21_LUCKNOW_LKO IM1_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",96,0,96,498.29,9965.71,10464.00,188.00,103.81,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",120,0,120,471.43,9428.57,9900.00,138.00,78.57,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",120,0,120,457.14,9142.86,9600.00,128.00,76.19,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,442.29,8845.71,9288.00,300.00,122.86,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",3010,0,3010,4730.00,94599.99,99329.99,100.00,31.43,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
CPDPO291767,SCOOTSY LOGISTICS PRIVATE LIMITED,CPD,PUN Delhivery,PUNE,2026-07-22 01:27:30,2026-07-22 01:27:31,CONFIRMED,85235374,CHIRAG ENTERPRISES,145710.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,339.43,6788.57,7128.00,280.00,94.29,2026-08-10,2026-08-13,2026_07_21_PUNE_PUN DELHIVERY_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,124.57,2491.43,2616.00,188.00,103.81,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,188.57,3771.43,3960.00,138.00,78.57,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,182.86,3657.14,3840.00,128.00,76.19,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,147.43,2948.57,3096.00,300.00,122.86,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",1120,0,1120,1760.00,35200.00,36960.00,100.00,31.43,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBEPO38646,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-22 01:32:12,2026-07-22 01:32:12,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,52848.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,113.14,2262.86,2376.00,280.00,94.29,2026-08-06,2026-08-09,2026_07_21_BANGALORE_BLR IM4_0,external,7,Jivo,
MBJPO86997,SCOOTSY LOGISTICS PRIVATE LIMITED,MBJ,BLR DHL,BANGALORE,2026-07-28 23:56:17,2026-07-28 23:56:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,2310.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",70,0,70,110.00,2200.00,2310.00,100.00,31.43,2026-08-12,2026-08-15,2026_07_28_BANGALORE_BLR DHL_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,249.14,4982.86,5232.00,188.00,103.81,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,188.57,3771.43,3960.00,138.00,78.57,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,182.86,3657.14,3840.00,128.00,76.19,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,147.43,2948.57,3096.00,300.00,122.86,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",1330,0,1330,2090.00,41800.00,43890.00,100.00,31.43,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
CHCPO369961,SCOOTSY LOGISTICS PRIVATE LIMITED,CHC,HYD IM2,HYDERABAD,2026-07-28 23:57:17,2026-07-28 23:57:18,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,62394.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,113.14,2262.86,2376.00,280.00,94.29,2026-08-12,2026-08-15,2026_07_28_HYDERABAD_HYD IM2_0,external,0,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",48,0,48,249.14,4982.86,5232.00,188.00,103.81,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,282.86,5657.14,5940.00,138.00,78.57,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,274.29,5485.71,5760.00,128.00,76.19,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,147.43,2948.57,3096.00,300.00,122.86,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",910,0,910,1430.00,28600.00,30030.00,100.00,31.43,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
GGNPO379465,SCOOTSY LOGISTICS PRIVATE LIMITED,GGN,DLHY GGNFC9,DELHI,2026-07-22 23:56:23,2026-07-22 23:56:23,CONFIRMED,77098658,SUSTAINQUEST PRIVATE LIMITED,52434.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",24,0,24,113.14,2262.86,2376.00,280.00,94.29,2026-07-28,2026-07-31,2026_07_22_DELHI_DLHY GGNFC9_0,external,6,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,337993,Jivo Cold Press Canola Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",96,0,96,498.29,9965.71,10464.00,188.00,103.81,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,427256,Jivo Cold Press Sunflower Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",144,0,144,565.71,11314.29,11880.00,138.00,78.57,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,565902,Jivo Cold Press Kachi Ghani Mustard Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",144,0,144,548.57,10971.43,11520.00,128.00,76.19,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,575949,Jivo Sesame Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,442.29,8845.71,9288.00,300.00,122.86,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",3360,0,3360,5280.00,105599.99,110879.99,100.00,31.43,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
JCEPO185957,SCOOTSY LOGISTICS PRIVATE LIMITED,JCE,CBE Ecom,COIMBATORE,2026-07-22 01:26:54,2026-07-22 01:26:55,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,161160.00,986423,Jivo Cold Press Groundnut Oil 500.0 ml,"Edible Oils and Ghee, Edible Oils",72,0,72,339.43,6788.57,7128.00,280.00,94.29,2026-08-06,2026-08-09,2026_07_21_COIMBATORE_CBE ECOM_0,external,7,Jivo,
MBEPO40747,SCOOTSY LOGISTICS PRIVATE LIMITED,MBE,BLR IM4,BANGALORE,2026-07-28 23:53:49,2026-07-28 23:53:49,CONFIRMED,79934149,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,2310.00,942181,Jivo Cold Press Kachi Ghani Mustard Oil 200.0 ml,"Edible Oils and Ghee, Edible Oils",70,0,70,110.00,2200.00,2310.00,100.00,31.43,2026-08-12,2026-08-15,2026_07_28_BANGALORE_BLR IM4_0,external,0,Jivo,
